id,total_recent,positive_recent,mood_recent,total_all,positive_all,mood_all
213230,0,0,,470,413,Very Positive
213330,90,86,Very Positive,2284,2101,Very Positive
213610,182,158,Very Positive,9813,8537,Very Positive
213670,316,312,Overwhelmingly Positive,36217,35130,Overwhelmingly Positive
214340,31,25,Very Positive,7931,6979,Very Positive
214490,288,264,Very Positive,32773,30151,Very Positive
214510,111,99,Very Positive,4946,4451,Very Positive
214590,0,0,,542,493,Very Positive
214730,0,0,Very Positive,4000,3760,Very Positive
214870,12,9,Very Positive,2254,1735,Mostly Positive
214931,11,6,Mixed,1106,884,Very Positive
214932,12,9,Very Positive,1350,1147,Very Positive
214933,0,0,,563,506,Very Positive
214950,385,354,Very Positive,37281,31316,Very Positive
215001,0,0,,77,62,Very Positive
215470,10,8,Very Positive,4835,3722,Mostly Positive
21690,377,324,Very Positive,18126,15769,Very Positive
216910,0,0,,1136,840,Mostly Positive
217200,80,74,Very Positive,4845,4554,Very Positive
217690,0,0,,888,568,Mixed
21780,14,12,Very Positive,634,570,Very Positive
21800,0,0,,561,437,Mostly Positive
218410,0,0,Very Positive,2460,2337,Overwhelmingly Positive
218550,0,0,Very Positive,1288,1197,Very Positive
218620,4596,4320,Very Positive,344494,306599,Very Positive
218680,73,70,Very Positive,6109,5681,Very Positive
218760,16,12,Very Positive,442,393,Very Positive
219092,0,0,,163,145,Very Positive
219097,0,0,,97,77,Very Positive
219098,0,0,,122,111,Very Positive
219101,0,0,,103,95,Very Positive
219103,0,0,,152,141,Very Positive
219150,565,542,Overwhelmingly Positive,55634,53964,Overwhelmingly Positive
219152,0,0,,212,205,Very Positive
219640,66,52,Very Positive,45492,37758,Very Positive
219740,580,545,Very Positive,76091,73047,Overwhelmingly Positive
219750,0,0,,158,146,Very Positive
219780,0,0,Very Positive,2956,2453,Very Positive
21980,25,23,Very Positive,2231,1874,Very Positive
219890,36,30,Very Positive,11255,10692,Overwhelmingly Positive
219910,0,0,,1937,1723,Very Positive
219990,707,664,Very Positive,56999,53009,Very Positive
220,1183,1147,Overwhelmingly Positive,97901,94963,Overwhelmingly Positive
22000,0,0,Very Positive,3377,3174,Very Positive
220200,815,774,Overwhelmingly Positive,78039,73356,Very Positive
220240,792,696,Very Positive,69787,62808,Very Positive
220260,0,0,Very Positive,3437,3093,Very Positive
220420,0,0,,30,27,Positive
220440,131,113,Very Positive,13314,12382,Very Positive
220700,10,8,Very Positive,2728,2564,Very Positive
220780,0,0,,3568,3318,Very Positive
22100,23,21,Very Positive,4167,3833,Very Positive
221040,363,301,Very Positive,23855,19084,Very Positive
221100,2570,2210,Very Positive,232907,160705,Mixed
221260,42,40,Very Positive,5006,4755,Overwhelmingly Positive
22130,0,0,,394,334,Very Positive
221380,397,381,Overwhelmingly Positive,74667,70933,Overwhelmingly Positive
221680,131,120,Very Positive,9876,8987,Very Positive
221910,137,127,Very Positive,35549,32705,Very Positive
222092,0,0,,0,0,1 user reviews
222137,0,0,,0,0,
222280,0,0,,43,37,Positive
222420,122,115,Overwhelmingly Positive,1462,1271,Very Positive
222440,51,46,Very Positive,2259,2123,Very Positive
222480,75,64,Very Positive,5818,5003,Very Positive
222542,0,0,,23,20,Positive
222543,0,0,,0,0,Positive
222557,0,0,,83,63,Mostly Positive
222582,0,0,,52,42,Very Positive
222588,0,0,,90,75,Very Positive
222615,0,0,,0,0,
222730,11,6,Mixed,4304,3357,Mostly Positive
222750,10,7,Mostly Positive,3268,2843,Very Positive
222880,248,225,Very Positive,84901,77259,Very Positive
222940,75,69,Very Positive,6137,5523,Very Positive
22300,237,182,Mostly Positive,13459,10363,Mostly Positive
223100,53,35,Mixed,9115,5560,Mixed
223180,0,0,,87,67,Mostly Positive
22320,178,163,Very Positive,13834,13142,Overwhelmingly Positive
22330,395,371,Very Positive,26364,25045,Overwhelmingly Positive
223330,13,6,Mixed,1475,1076,Mostly Positive
223470,918,890,Overwhelmingly Positive,51820,49229,Overwhelmingly Positive
223593,0,0,,169,136,Very Positive
223594,0,0,,178,156,Very Positive
223597,0,0,,150,114,Mostly Positive
22370,828,637,Mostly Positive,26032,20044,Mostly Positive
223770,0,0,,60,49,Very Positive
223793,10,5,Mixed,508,299,Mixed
22380,2277,2163,Overwhelmingly Positive,112006,107525,Overwhelmingly Positive
223810,17,14,Very Positive,1640,1459,Very Positive
223830,13,10,Very Positive,2726,2398,Very Positive
224180,0,0,,379,295,Mostly Positive
224300,0,0,,676,581,Very Positive
224480,0,0,Very Positive,7056,6562,Very Positive
224500,0,0,,2741,2110,Mostly Positive
224760,38,32,Very Positive,9038,8405,Very Positive
224940,0,0,,602,409,Mixed
224960,57,47,Very Positive,2964,2489,Very Positive
224980,21,18,Very Positive,808,694,Very Positive
225000,11,6,Mixed,512,384,Mostly Positive
225020,25,11,Mixed,943,556,Mixed
225080,93,85,Very Positive,31576,29681,Very Positive
225280,0,0,,500,425,Very Positive
225300,30,27,Very Positive,1418,1219,Very Positive
225320,16,13,Very Positive,897,753,Very Positive
225340,0,0,,1337,1203,Very Positive
225420,0,0,,1100,649,Mixed
225434,0,0,,16,13,Positive
225540,1007,916,Very Positive,74971,61476,Very Positive
22600,25,22,Very Positive,2643,2246,Very Positive
226100,0,0,,644,483,Mostly Positive
226459,0,0,,101,75,Mostly Positive
226560,0,0,,736,426,Mixed
226580,50,47,Very Positive,1795,1525,Very Positive
226667,0,0,,106,79,Mostly Positive
226820,0,0,,144,131,Very Positive
226840,22,15,Mostly Positive,6019,4875,Very Positive
226960,0,0,,213,161,Mostly Positive
2270,20,17,Very Positive,2320,2180,Very Positive
227000,0,0,,2364,2293,Overwhelmingly Positive
227020,0,0,,283,164,Mixed
227100,18,16,Very Positive,3089,2718,Very Positive
227260,11,7,Mostly Positive,767,682,Very Positive
227300,6478,6283,Overwhelmingly Positive,360505,349689,Overwhelmingly Positive
227310,0,0,Very Positive,2310,2148,Very Positive
227600,25,22,Very Positive,1959,1743,Very Positive
227760,0,0,,209,142,Mixed
227780,21,16,Very Positive,2270,2065,Very Positive
227860,60,40,Mixed,6412,4039,Mixed
2280,140,137,Overwhelmingly Positive,9339,8965,Overwhelmingly Positive
228180,74,67,Very Positive,4754,4040,Very Positive
228280,158,137,Very Positive,9359,8423,Very Positive
228380,256,240,Very Positive,20865,17735,Very Positive
228601,0,0,,40,36,Positive
229480,0,0,,974,788,Very Positive
2300,72,68,Very Positive,4780,4493,Very Positive
230070,20,16,Very Positive,2643,2140,Very Positive
230190,42,34,Very Positive,5154,4380,Very Positive
230270,0,0,Very Positive,1911,1834,Overwhelmingly Positive
230290,251,240,Overwhelmingly Positive,13175,12516,Overwhelmingly Positive
2310,285,279,Overwhelmingly Positive,7294,6929,Overwhelmingly Positive
231160,15,12,Very Positive,4371,4065,Very Positive
231200,18,16,Very Positive,2090,1713,Very Positive
2320,26,22,Very Positive,2656,2416,Very Positive
232090,797,685,Very Positive,68731,60483,Very Positive
232430,16,12,Very Positive,12014,9130,Mostly Positive
232530,0,0,,49,39,Positive
232550,0,0,,50,39,Mostly Positive
232570,0,0,,62,46,Mostly Positive
232590,0,0,,63,44,Mostly Positive
232890,113,87,Mostly Positive,7952,5566,Mostly Positive
233130,37,31,Very Positive,13129,12209,Very Positive
233150,12,10,Very Positive,2983,2744,Very Positive
233270,68,54,Very Positive,12625,11110,Very Positive
233290,54,48,Very Positive,9260,7963,Very Positive
233410,0,0,,145,131,Very Positive
233450,470,404,Very Positive,47490,43215,Very Positive
233550,0,0,,1277,1085,Very Positive
233610,33,29,Very Positive,4744,4411,Very Positive
233680,0,0,,398,346,Very Positive
233720,56,51,Very Positive,12022,9978,Very Positive
233740,0,0,Very Positive,2053,1827,Very Positive
233840,0,0,,1528,1176,Mostly Positive
233860,707,678,Overwhelmingly Positive,41733,39229,Very Positive
233980,48,42,Very Positive,4676,4255,Very Positive
234080,55,44,Very Positive,4956,3915,Mostly Positive
234140,815,766,Very Positive,37488,33739,Very Positive
234270,46,43,Very Positive,3122,2903,Very Positive
234510,0,0,,80,78,Very Positive
23500,0,0,,266,122,Mixed
23530,0,0,,757,666,Very Positive
235460,380,357,Very Positive,18734,17422,Very Positive
235540,24,16,Mostly Positive,12174,9982,Very Positive
235580,0,0,,1199,1139,Overwhelmingly Positive
235800,13,9,Mostly Positive,4887,3958,Very Positive
235900,0,0,Very Positive,618,568,Very Positive
236510,0,0,,3406,1362,Mixed
236690,52,37,Mostly Positive,5568,4287,Mostly Positive
236850,760,630,Very Positive,68041,57834,Very Positive
237030,0,0,,36,31,Positive
237850,12,9,Mostly Positive,2845,2332,Very Positive
237930,66,58,Very Positive,24847,23356,Very Positive
237990,62,54,Very Positive,11616,10222,Very Positive
238010,205,184,Very Positive,19193,17657,Very Positive
238090,132,108,Very Positive,15706,12721,Very Positive
238210,23,21,Very Positive,4775,4536,Overwhelmingly Positive
238320,714,678,Overwhelmingly Positive,52197,50109,Overwhelmingly Positive
238370,57,45,Very Positive,6755,5471,Very Positive
238460,249,236,Overwhelmingly Positive,47317,45897,Overwhelmingly Positive
239030,444,430,Overwhelmingly Positive,42010,40329,Overwhelmingly Positive
239070,0,0,,3429,3051,Very Positive
239160,115,94,Very Positive,14238,10536,Mostly Positive
239200,45,32,Mostly Positive,5317,3562,Mixed
239250,37,32,Very Positive,2837,2354,Very Positive
239350,80,72,Very Positive,12651,11638,Very Positive
239550,0,0,,1016,802,Mostly Positive
239700,0,0,,463,393,Very Positive
239820,152,148,Overwhelmingly Positive,32866,31222,Overwhelmingly Positive
239840,0,0,,1834,1357,Mostly Positive
240,858,823,Overwhelmingly Positive,82891,79575,Overwhelmingly Positive
2400,0,0,,2506,2079,Very Positive
24010,0,0,,14533,9882,Mixed
24021,0,0,,67,57,Very Positive
240280,0,0,,102,84,Very Positive
240300,0,0,,72,36,Mixed
240440,0,0,,662,609,Very Positive
240500,0,0,,156,141,Very Positive
240600,14,11,Very Positive,681,503,Mostly Positive
240720,724,586,Very Positive,35769,29688,Very Positive
240760,0,0,,4522,3708,Very Positive
24095,0,0,,34,28,Positive
240970,0,0,,417,387,Very Positive
241260,43,39,Very Positive,4420,3978,Very Positive
241369,0,0,,158,60,Mostly Negative
241560,21,16,Very Positive,13303,9046,Mixed
241600,28,21,Mostly Positive,14359,13353,Very Positive
241910,0,0,,1488,1324,Very Positive
24240,95,90,Very Positive,18768,17266,Very Positive
242550,54,52,Very Positive,4716,4291,Very Positive
242640,45,34,Mostly Positive,6501,5395,Very Positive
242680,134,132,Overwhelmingly Positive,11167,10720,Overwhelmingly Positive
242700,91,80,Very Positive,8397,7221,Very Positive
242760,4632,4400,Overwhelmingly Positive,262127,246399,Very Positive
242840,0,0,,1376,1087,Mostly Positive
242860,76,64,Very Positive,26666,23199,Very Positive
242920,170,158,Very Positive,31970,28453,Very Positive
242960,14,8,Mixed,686,445,Mixed
243000,0,0,,284,195,Mixed
243040,0,0,,703,632,Very Positive
243160,0,0,,118,102,Very Positive
243470,227,192,Very Positive,28426,20466,Mostly Positive
243800,0,0,,2619,2226,Very Positive
243930,18,10,Mixed,2414,1593,Mixed
243950,0,0,,1549,1115,Mostly Positive
243970,23,21,Very Positive,4320,3931,Very Positive
244160,57,53,Very Positive,8335,7334,Very Positive
244210,1168,1062,Very Positive,42156,38361,Very Positive
244430,0,0,,1024,890,Very Positive
244450,294,273,Very Positive,23771,21393,Very Positive
244810,0,0,,441,361,Very Positive
244850,462,415,Very Positive,78633,69983,Very Positive
245170,142,134,Overwhelmingly Positive,15835,15043,Overwhelmingly Positive
245300,0,0,,309,222,Mostly Positive
245390,0,0,,1098,966,Very Positive
245450,13,10,Very Positive,701,623,Very Positive
245570,0,0,,70,51,Mostly Positive
245890,0,0,,344,268,Mostly Positive
246110,0,0,,1116,803,Mostly Positive
246420,125,122,Overwhelmingly Positive,6793,6589,Overwhelmingly Positive
246620,288,264,Very Positive,36410,34225,Very Positive
24670,14,11,Very Positive,1102,815,Mostly Positive
246840,48,44,Very Positive,1957,1839,Very Positive
246900,124,114,Very Positive,10537,9799,Very Positive
247000,67,53,Very Positive,3944,3115,Mostly Positive
247080,117,107,Very Positive,18320,17587,Overwhelmingly Positive
24720,79,70,Very Positive,4473,3846,Very Positive
247430,15,12,Very Positive,1564,1329,Very Positive
247660,12,9,Mostly Positive,2244,1525,Mixed
24780,58,53,Very Positive,5714,4456,Mostly Positive
24790,63,58,Very Positive,4800,4320,Very Positive
247910,14,12,Very Positive,2794,2346,Very Positive
24800,38,32,Very Positive,2454,2110,Very Positive
24810,0,0,Very Positive,2482,2357,Overwhelmingly Positive
248170,0,0,Very Positive,675,607,Very Positive
248310,10,9,Very Positive,2699,2591,Overwhelmingly Positive
248390,91,80,Very Positive,10629,9353,Very Positive
24840,43,37,Very Positive,3626,2900,Very Positive
248610,49,44,Very Positive,7067,6642,Very Positive
248750,0,0,,266,260,Very Positive
248820,65,60,Very Positive,19082,17746,Very Positive
248860,22,19,Very Positive,3565,3172,Very Positive
248970,0,0,,576,512,Very Positive
249130,219,208,Overwhelmingly Positive,10542,9804,Very Positive
249230,25,20,Very Positive,3292,2337,Mostly Positive
249310,0,0,,68,63,Very Positive
249320,0,0,,293,246,Very Positive
249330,0,0,,943,848,Very Positive
249590,0,0,,1502,1261,Very Positive
24960,134,108,Very Positive,29754,25290,Very Positive
24980,41,38,Very Positive,12961,12183,Very Positive
249860,0,0,,40,32,Positive
249870,12,6,Mixed,1602,1297,Very Positive
249990,0,0,,1722,1291,Mostly Positive
25000,36,31,Very Positive,4029,3263,Very Positive
250050,0,0,,1933,1855,Overwhelmingly Positive
250180,20,16,Very Positive,5103,4592,Very Positive
250260,43,40,Very Positive,4240,3943,Very Positive
250300,0,0,,214,177,Very Positive
250310,0,0,,0,0,9 user reviews
250320,106,100,Overwhelmingly Positive,21555,20908,Overwhelmingly Positive
250380,0,0,,1115,992,Very Positive
250400,18,13,Mostly Positive,13557,11116,Very Positive
250620,39,35,Very Positive,4383,3813,Very Positive
250680,0,0,,928,658,Mostly Positive
250760,42,38,Very Positive,11342,10888,Overwhelmingly Positive
250900,2908,2791,Overwhelmingly Positive,151980,147420,Overwhelmingly Positive
250990,0,0,,27,20,Mostly Positive
251060,185,164,Very Positive,11642,10244,Very Positive
251110,46,40,Very Positive,1586,1395,Very Positive
251130,17,12,Mostly Positive,2208,2097,Overwhelmingly Positive
251150,50,49,Very Positive,5325,4899,Very Positive
251170,0,0,,2080,1476,Mostly Positive
251270,11,7,Mostly Positive,892,811,Very Positive
251430,11,9,Very Positive,481,432,Very Positive
251470,0,0,,2233,2121,Overwhelmingly Positive
251570,1901,1729,Very Positive,129883,112998,Very Positive
251650,0,0,,27,18,Mostly Positive
251730,0,0,,2242,2040,Very Positive
252030,0,0,,2091,1756,Very Positive
252110,12,10,Very Positive,2453,2281,Very Positive
252330,106,90,Very Positive,5427,4775,Very Positive
252350,0,0,,1684,1313,Mostly Positive
252410,24,22,Very Positive,3529,3317,Very Positive
252470,0,0,,2533,2001,Mostly Positive
252490,10209,9086,Very Positive,551845,480105,Very Positive
252530,76,68,Very Positive,4144,3315,Very Positive
252610,75,66,Very Positive,4942,4596,Very Positive
252870,38,28,Mostly Positive,3248,2923,Very Positive
253110,0,0,Very Positive,3207,2982,Very Positive
253150,0,0,,641,474,Mostly Positive
253230,302,295,Overwhelmingly Positive,30787,30171,Overwhelmingly Positive
253250,71,57,Very Positive,8501,6545,Mostly Positive
253430,69,64,Very Positive,6273,4955,Mostly Positive
253750,17,11,Mostly Positive,1700,1615,Overwhelmingly Positive
253900,18,13,Mostly Positive,1979,1682,Very Positive
254320,35,33,Very Positive,1587,1412,Very Positive
254370,0,0,,324,155,Mixed
254440,0,0,,2043,1838,Very Positive
254460,30,28,Very Positive,1300,1222,Very Positive
254700,831,756,Very Positive,29024,26121,Very Positive
255710,1722,1618,Very Positive,129273,120223,Very Positive
255910,0,0,,30,25,Positive
256030,0,0,,278,161,Mixed
256190,20,17,Very Positive,2762,1740,Mixed
256330,22,17,Very Positive,801,560,Mostly Positive
256460,0,0,,526,473,Very Positive
257170,0,0,,1121,964,Very Positive
257350,89,84,Very Positive,5776,5198,Very Positive
257420,99,80,Very Positive,9329,7743,Very Positive
257510,155,142,Very Positive,21661,20577,Overwhelmingly Positive
257610,0,0,,77,47,Mixed
257750,11,8,Very Positive,2447,2031,Very Positive
257850,58,54,Very Positive,11684,10982,Very Positive
25800,10,8,Very Positive,1208,1026,Very Positive
25808,0,0,,24,21,Positive
258270,0,0,,79,48,Mixed
25830,18,15,Very Positive,1704,1567,Very Positive
258347,0,0,,0,0,3 user reviews
258460,0,0,,169,153,Very Positive
258520,0,0,,6365,5601,Very Positive
258643,0,0,,16,9,Mixed
258644,0,0,,18,10,Mixed
258648,0,0,,66,54,Very Positive
258760,0,0,,1103,871,Mostly Positive
258810,0,0,,25,21,Positive
258817,0,0,,92,30,Mostly Negative
25890,29,22,Mostly Positive,4263,3282,Mostly Positive
258970,50,43,Very Positive,5316,4199,Mostly Positive
259060,0,0,,1092,982,Very Positive
259252,0,0,,15,10,Mostly Positive
259253,0,0,,22,13,Mixed
259380,0,0,,741,592,Very Positive
259381,0,0,Very Positive,917,751,Very Positive
259680,48,43,Very Positive,4056,3853,Overwhelmingly Positive
259800,0,0,,999,299,Mostly Negative
259810,0,0,,0,0,Very Positive
25990,0,0,,384,360,Very Positive
2600,132,122,Very Positive,9094,8548,Very Positive
260190,10,8,Very Positive,1176,1058,Very Positive
260210,27,16,Mixed,1878,1051,Mixed
260230,271,262,Overwhelmingly Positive,17543,16665,Overwhelmingly Positive
260570,0,0,,421,383,Very Positive
2610,14,12,Very Positive,1130,1017,Very Positive
261030,64,62,Very Positive,19624,18642,Overwhelmingly Positive
261050,0,0,,158,110,Mostly Positive
261110,0,0,,3081,2341,Mostly Positive
261180,0,0,,2888,2743,Overwhelmingly Positive
261530,0,0,,2230,1717,Mostly Positive
261550,1539,1246,Very Positive,135121,117555,Very Positive
261640,193,158,Very Positive,24342,20203,Very Positive
261760,10,5,Mixed,1942,1106,Mixed
2620,60,57,Very Positive,3035,2852,Very Positive
262000,0,0,,687,604,Very Positive
262060,1442,1297,Very Positive,89460,80514,Very Positive
262120,0,0,,701,525,Mostly Positive
262490,0,0,,575,437,Mostly Positive
262830,0,0,,1546,1437,Very Positive
262850,0,0,,273,264,Very Positive
262940,0,0,,1407,1238,Very Positive
2630,62,58,Very Positive,4678,4303,Very Positive
263300,11,7,Mostly Positive,2235,1899,Very Positive
263720,0,0,,483,347,Mostly Positive
263760,0,0,Very Positive,4373,4023,Very Positive
263940,0,0,,78,58,Mostly Positive
2640,12,10,Very Positive,1029,884,Very Positive
264080,0,0,,627,595,Overwhelmingly Positive
264140,10,7,Mostly Positive,5376,3440,Mixed
264610,12,10,Very Positive,514,364,Mostly Positive
264710,2599,2495,Overwhelmingly Positive,162546,156044,Overwhelmingly Positive
265210,0,0,Very Positive,3692,3359,Very Positive
265550,60,46,Mostly Positive,9010,6577,Mostly Positive
265590,0,0,,801,600,Mostly Positive
265890,36,32,Very Positive,3950,3792,Overwhelmingly Positive
265930,177,169,Overwhelmingly Positive,43704,38896,Very Positive
265950,0,0,,284,210,Mostly Positive
265990,0,0,,438,315,Mostly Positive
266010,22,17,Very Positive,6766,6495,Overwhelmingly Positive
266310,12,9,Mostly Positive,1104,805,Mostly Positive
266410,26,16,Mixed,1013,830,Very Positive
266510,22,16,Mostly Positive,7489,6740,Very Positive
266840,255,244,Overwhelmingly Positive,20524,18676,Very Positive
266930,0,0,,269,255,Very Positive
267380,0,0,,578,404,Mostly Positive
267530,31,29,Very Positive,2009,1687,Very Positive
267784,0,0,,28,25,Positive
267900,0,0,,187,93,Mixed
26800,31,28,Very Positive,5507,5121,Very Positive
268050,148,119,Very Positive,12803,10626,Very Positive
268130,33,31,Very Positive,5634,5295,Very Positive
268500,610,463,Mostly Positive,50299,42251,Very Positive
268650,49,44,Very Positive,7323,6590,Very Positive
268750,18,14,Very Positive,5527,4697,Very Positive
268870,0,0,,2309,1731,Mostly Positive
268910,1104,1048,Overwhelmingly Positive,70755,67924,Overwhelmingly Positive
268990,0,0,Very Positive,767,720,Very Positive
26900,0,0,,218,198,Very Positive
269050,0,0,,1139,1047,Very Positive
269110,0,0,,492,378,Mostly Positive
269190,26,15,Mixed,2335,1821,Mostly Positive
269210,107,66,Mixed,21718,16505,Mostly Positive
269650,0,0,,2297,1998,Very Positive
269770,32,27,Very Positive,4392,3996,Very Positive
269790,30,18,Mixed,3546,2694,Mostly Positive
269950,213,204,Overwhelmingly Positive,11413,10385,Very Positive
27000,0,0,,626,482,Mostly Positive
270110,18,16,Very Positive,804,635,Mostly Positive
270130,0,0,,985,797,Very Positive
270150,272,236,Very Positive,10128,8912,Very Positive
270610,0,0,,69,61,Very Positive
270630,15,13,Very Positive,1122,953,Very Positive
270830,0,0,,90,54,Mixed
270880,1365,1337,Overwhelmingly Positive,73066,70143,Overwhelmingly Positive
270910,0,0,,931,484,Mixed
271260,12,9,Very Positive,1671,1186,Mostly Positive
271360,0,0,,591,496,Very Positive
271390,0,0,,75,61,Very Positive
271970,0,0,,193,169,Very Positive
272040,0,0,,624,592,Overwhelmingly Positive
272230,37,23,Mixed,2267,1768,Mostly Positive
272620,0,0,,295,241,Very Positive
272770,0,0,,24,19,Positive
273153,0,0,,76,62,Very Positive
273300,41,35,Very Positive,2340,2246,Overwhelmingly Positive
273381,0,0,,99,58,Mixed
273620,0,0,,253,189,Mostly Positive
274170,420,394,Very Positive,32396,30128,Very Positive
274190,281,269,Overwhelmingly Positive,36722,35620,Overwhelmingly Positive
274480,0,0,,259,227,Very Positive
274500,31,27,Very Positive,3164,3037,Overwhelmingly Positive
274520,459,422,Very Positive,9526,8954,Very Positive
274920,52,33,Mixed,6866,5561,Very Positive
274940,109,95,Very Positive,22327,19871,Very Positive
275100,0,0,Very Positive,2932,2521,Very Positive
275200,0,0,,1224,1126,Very Positive
275290,0,0,,386,312,Very Positive
275390,0,0,Very Positive,1873,1741,Very Positive
275850,1958,1723,Very Positive,168512,119643,Mostly Positive
276340,0,0,,148,128,Very Positive
276810,26,16,Mixed,5672,4083,Mostly Positive
277753,0,0,,0,0,Positive
277767,0,0,,42,29,Mostly Positive
277775,0,0,,36,33,Positive
277890,0,0,,894,786,Very Positive
278080,68,62,Very Positive,8308,6978,Very Positive
278360,40,36,Very Positive,11373,10463,Very Positive
279620,0,0,,131,66,Mixed
279623,0,0,,146,64,Mixed
279720,0,0,,308,218,Mostly Positive
28000,47,31,Mixed,4735,2935,Mixed
280160,361,332,Very Positive,7592,6832,Very Positive
280180,0,0,,1312,1088,Very Positive
280220,32,27,Very Positive,3282,3150,Overwhelmingly Positive
280600,0,0,,294,229,Mostly Positive
280720,0,0,,558,435,Mostly Positive
280850,0,0,,97,53,Mixed
281610,42,35,Very Positive,5122,4200,Very Positive
281640,24,22,Very Positive,2436,2192,Very Positive
281940,0,0,,873,515,Mixed
281990,1191,1095,Very Positive,81714,71091,Very Positive
2820,10,6,Mixed,1740,1461,Very Positive
282050,0,0,,538,301,Mixed
282070,995,925,Very Positive,61622,57924,Very Positive
282140,362,347,Overwhelmingly Positive,25098,23843,Overwhelmingly Positive
282210,0,0,,1744,802,Mixed
282470,0,0,,1478,1418,Overwhelmingly Positive
282530,22,19,Very Positive,1239,1028,Very Positive
282800,139,129,Very Positive,11559,10865,Very Positive
282900,24,21,Very Positive,9455,8982,Overwhelmingly Positive
283160,10,9,Very Positive,1411,1269,Very Positive
283560,0,0,,241,127,Mixed
283640,153,116,Mostly Positive,13327,11994,Very Positive
283680,0,0,,1076,946,Very Positive
283740,0,0,,581,371,Mixed
283940,0,0,,337,323,Very Positive
283960,0,0,,657,643,Overwhelmingly Positive
283980,0,0,,304,288,Very Positive
284050,0,0,Very Positive,708,665,Very Positive
284160,3409,3306,Overwhelmingly Positive,85221,81812,Overwhelmingly Positive
284240,0,0,,548,471,Very Positive
284390,0,0,Very Positive,1346,1278,Overwhelmingly Positive
284770,0,0,,754,731,Overwhelmingly Positive
285190,104,62,Mixed,10990,5275,Mixed
285310,62,54,Very Positive,4883,4590,Very Positive
285330,35,33,Very Positive,3325,2892,Very Positive
285380,0,0,,755,385,Mixed
285440,0,0,,1088,1022,Very Positive
285900,450,414,Very Positive,27017,21073,Mostly Positive
285920,216,198,Very Positive,12432,11313,Very Positive
286000,0,0,,2546,2113,Very Positive
286160,321,311,Overwhelmingly Positive,28772,27621,Overwhelmingly Positive
286240,0,0,,439,408,Very Positive
286260,0,0,,2229,2095,Very Positive
286570,14,11,Very Positive,1237,630,Mixed
286690,550,517,Very Positive,51033,44398,Very Positive
287020,19,16,Very Positive,695,639,Very Positive
287070,0,0,,149,126,Very Positive
287290,231,168,Mostly Positive,15590,12004,Mostly Positive
287370,0,0,,104,69,Mixed
287371,0,0,,134,105,Mostly Positive
287390,516,490,Overwhelmingly Positive,41907,36878,Very Positive
287450,87,84,Very Positive,8635,8030,Very Positive
287700,862,793,Very Positive,45039,40535,Very Positive
287960,0,0,,123,100,Very Positive
287980,105,99,Overwhelmingly Positive,8251,7920,Overwhelmingly Positive
288120,17,13,Very Positive,741,666,Very Positive
288160,252,241,Overwhelmingly Positive,17760,17227,Overwhelmingly Positive
288470,85,77,Very Positive,8490,7046,Very Positive
288520,0,0,,597,495,Very Positive
289070,2861,2460,Very Positive,131136,108842,Very Positive
289520,0,0,,979,695,Mostly Positive
289650,1210,1004,Very Positive,35851,25812,Mostly Positive
289950,28,23,Very Positive,3772,2904,Mostly Positive
290080,27,18,Mostly Positive,8210,5336,Mixed
290260,0,0,,340,316,Very Positive
290300,23,15,Mixed,6331,5381,Very Positive
290340,62,49,Very Positive,9581,7856,Very Positive
290530,0,0,,303,233,Mostly Positive
290770,0,0,,2600,2288,Very Positive
291650,77,69,Very Positive,12283,10686,Very Positive
291860,19,14,Mostly Positive,6485,6031,Very Positive
292021,0,0,,62,56,Very Positive
292030,6279,6027,Overwhelmingly Positive,512798,497414,Overwhelmingly Positive
292120,133,99,Mostly Positive,10785,7873,Mostly Positive
292320,0,0,,178,151,Very Positive
292500,13,11,Very Positive,683,648,Overwhelmingly Positive
292730,57,49,Very Positive,10246,4918,Mixed
292910,23,16,Mostly Positive,2722,2395,Very Positive
292982,0,0,,147,99,Mixed
293054,0,0,,81,61,Mostly Positive
293061,0,0,,246,209,Very Positive
293760,107,103,Overwhelmingly Positive,6169,5613,Very Positive
293780,58,54,Very Positive,4221,4009,Overwhelmingly Positive
294100,1706,1654,Overwhelmingly Positive,96879,94941,Overwhelmingly Positive
294530,0,0,,138,133,Very Positive
294540,0,0,,175,164,Very Positive
294570,0,0,,74,66,Very Positive
294590,0,0,,193,179,Very Positive
294650,0,0,,103,96,Very Positive
294660,0,0,,391,379,Very Positive
294810,0,0,,1028,945,Very Positive
295790,15,12,Very Positive,4998,4048,Very Positive
29620,0,0,,15,13,Positive
296470,15,13,Very Positive,4894,4649,Overwhelmingly Positive
296490,0,0,,2775,2664,Overwhelmingly Positive
296710,20,16,Very Positive,2137,1944,Very Positive
297000,142,117,Very Positive,11384,8651,Mostly Positive
297020,0,0,,172,125,Mostly Positive
297130,104,86,Very Positive,5497,4507,Very Positive
297644,0,0,,20,15,Mostly Positive
297790,0,0,,65,58,Very Positive
297830,0,0,,188,116,Mixed
297831,0,0,,109,78,Mostly Positive
297860,0,0,,1025,799,Mostly Positive
297920,0,0,,375,273,Mostly Positive
298030,0,0,Very Positive,2212,2123,Overwhelmingly Positive
298050,26,20,Very Positive,5639,4172,Mostly Positive
298110,435,374,Very Positive,34838,28567,Very Positive
298630,68,60,Very Positive,13296,11966,Very Positive
298641,12,9,Very Positive,429,407,Very Positive
