id,total_recent,positive_recent,mood_recent,total_all,positive_all,mood_all
1281270,0,0,,145,134,Very Positive
1281330,0,0,,0,0,Very Positive
1281400,0,0,,0,0,Positive
1281590,0,0,,1385,1218,Very Positive
1281630,29,24,Very Positive,1051,861,Very Positive
1281880,11,6,Mixed,84,63,Mostly Positive
1281881,0,0,,26,20,Positive
1282080,0,0,,42,33,Positive
1282210,41,36,Very Positive,2476,2154,Very Positive
1282350,0,0,,33,22,Mixed
1282531,0,0,,219,157,Mostly Positive
1282550,0,0,,96,84,Very Positive
1282590,164,132,Very Positive,4121,3461,Very Positive
1282690,145,123,Very Positive,3336,2868,Very Positive
1282730,294,246,Very Positive,19060,17725,Very Positive
1282930,0,0,,17,14,Positive
12830,0,0,,1304,873,Mixed
1283090,0,0,,185,170,Very Positive
1283091,0,0,,161,154,Very Positive
1283190,0,0,Very Positive,1600,1456,Very Positive
1283410,0,0,,1971,1793,Very Positive
1283970,56,48,Very Positive,611,568,Very Positive
1284470,0,0,,71,35,Mixed
1284820,29,25,Very Positive,1240,1066,Very Positive
1284900,0,0,,0,0,Very Positive
1284950,0,0,,82,76,Very Positive
1285040,0,0,,18,15,Positive
1285080,0,0,,238,221,Very Positive
1285670,197,195,Overwhelmingly Positive,4592,4500,Overwhelmingly Positive
1285810,0,0,,150,135,Very Positive
1286010,0,0,,84,80,Very Positive
1286340,24,19,Very Positive,579,468,Very Positive
1286350,158,143,Very Positive,6178,5745,Very Positive
1286380,0,0,,0,0,9 user reviews
1286710,24,22,Very Positive,1191,1143,Overwhelmingly Positive
1286760,0,0,,60,58,Very Positive
1287060,0,0,,43,40,Positive
1287530,0,0,,91,77,Very Positive
1287590,0,0,,72,58,Very Positive
1287601,0,0,,25,23,Positive
1287840,0,0,,531,424,Very Positive
1287920,12,10,Very Positive,173,103,Mixed
1288310,511,495,Overwhelmingly Positive,18478,18108,Overwhelmingly Positive
1288340,0,0,,121,71,Mixed
1288460,0,0,,207,163,Mostly Positive
1288560,0,0,,10,8,Positive
1288790,0,0,,39,27,Mostly Positive
1288850,0,0,,0,0,
1289340,21,14,Mostly Positive,776,682,Very Positive
1289380,0,0,,1060,508,Mixed
1289390,0,0,,0,0,Positive
1289450,0,0,,97,75,Mostly Positive
1289451,0,0,,190,180,Very Positive
1289453,0,0,,121,96,Very Positive
1289760,0,0,,0,0,Positive
1289950,0,0,,17,14,Positive
1289960,0,0,,0,0,Positive
1290000,966,946,Overwhelmingly Positive,9563,9276,Overwhelmingly Positive
1290170,14,8,Mixed,315,261,Very Positive
1290250,0,0,,48,40,Positive
1290270,13,11,Very Positive,382,339,Very Positive
1290350,0,0,,87,66,Mostly Positive
1291010,69,59,Very Positive,996,866,Very Positive
1291170,0,0,,56,47,Very Positive
1291340,311,289,Very Positive,10991,10661,Overwhelmingly Positive
1291790,0,0,,220,213,Very Positive
1292020,0,0,Very Positive,247,242,Very Positive
1292040,54,47,Very Positive,1351,1175,Very Positive
1292130,0,0,,136,82,Mixed
1292940,80,77,Very Positive,2683,2656,Overwhelmingly Positive
1293080,0,0,,131,125,Very Positive
1293160,95,84,Very Positive,4316,3798,Very Positive
1293180,105,102,Overwhelmingly Positive,1102,1068,Overwhelmingly Positive
1293280,0,0,,84,72,Very Positive
1293820,27,22,Very Positive,849,815,Overwhelmingly Positive
1293830,4101,3731,Very Positive,69039,58683,Very Positive
1294060,0,0,,0,0,Positive
1294340,0,0,,39,27,Mostly Positive
1294440,0,0,,569,159,Mostly Negative
1294760,107,94,Very Positive,796,636,Very Positive
1295190,0,0,,55,52,Very Positive
1295270,0,0,,324,298,Very Positive
1295500,76,67,Very Positive,1427,1298,Very Positive
1295510,259,238,Very Positive,3390,3186,Very Positive
1295800,0,0,,22,18,Positive
1296840,35,32,Very Positive,394,374,Very Positive
1297010,0,0,,19,15,Positive
1297160,27,25,Very Positive,1113,1068,Overwhelmingly Positive
1297300,35,28,Very Positive,645,464,Mostly Positive
1297330,0,0,,324,294,Very Positive
1298010,0,0,,22,16,Mostly Positive
1298210,0,0,,32,30,Positive
1298590,0,0,,923,913,Overwhelmingly Positive
1299120,68,64,Very Positive,1074,1020,Overwhelmingly Positive
1299360,12,9,Very Positive,314,260,Very Positive
1299400,0,0,Very Positive,310,294,Very Positive
1299480,0,0,,50,28,Mixed
1299530,0,0,,559,480,Very Positive
1299591,0,0,,643,340,Mixed
1299620,0,0,,127,111,Very Positive
1299930,0,0,,30,21,Mostly Positive
1300100,0,0,,0,0,Positive
1300210,0,0,,103,80,Mostly Positive
1300211,0,0,,87,72,Very Positive
1300700,0,0,,68,52,Mostly Positive
1300710,48,25,Mixed,1177,459,Mostly Negative
1300851,0,0,,25,21,Positive
1301020,0,0,,24,15,Mixed
1301021,0,0,,66,33,Mixed
1301210,100,82,Very Positive,4200,3738,Very Positive
1301390,53,38,Mostly Positive,670,529,Mostly Positive
1301590,0,0,,45,18,Mixed
1301620,0,0,,542,525,Overwhelmingly Positive
1301740,0,0,,97,42,Mixed
1301930,0,0,,27,24,Positive
1302240,282,239,Very Positive,4090,3558,Very Positive
1303183,10,5,Mixed,691,518,Mostly Positive
1303191,0,0,,0,0,7 user reviews
1303193,0,0,,15,12,Positive
1303200,0,0,,0,0,2 user reviews
1303201,0,0,,0,0,2 user reviews
1303605,0,0,,0,0,
1303950,0,0,,180,174,Very Positive
1303990,0,0,,101,93,Very Positive
1304130,0,0,,76,66,Very Positive
1304340,17,11,Mostly Positive,291,186,Mixed
1304410,0,0,,33,27,Positive
1304411,0,0,,42,19,Mixed
1304412,0,0,,20,14,Mostly Positive
1304413,0,0,,67,27,Mixed
1304414,0,0,,35,21,Mixed
1304415,0,0,,23,15,Mixed
1304418,0,0,,31,14,Mixed
1304419,0,0,,20,13,Mixed
1304445,0,0,,23,13,Mixed
1304447,0,0,,39,35,Positive
1304448,0,0,,20,13,Mixed
1304449,0,0,,18,12,Mostly Positive
1304460,0,0,,12,9,Mostly Positive
1304461,0,0,,54,44,Very Positive
1304463,0,0,,15,9,Mixed
1304468,0,0,,137,110,Very Positive
1304469,0,0,,62,51,Very Positive
1304550,39,36,Very Positive,601,582,Overwhelmingly Positive
1304600,0,0,,153,133,Very Positive
1304601,0,0,,120,97,Very Positive
1304680,111,109,Overwhelmingly Positive,418,413,Very Positive
1305310,21,16,Very Positive,125,113,Very Positive
1305390,0,0,,0,0,Positive
1305420,38,30,Very Positive,1403,1262,Very Positive
1306630,101,93,Very Positive,1419,1262,Very Positive
1306720,16,14,Very Positive,149,125,Very Positive
1307090,20,16,Very Positive,185,142,Mostly Positive
1307440,0,0,,29,22,Mostly Positive
1307550,178,145,Very Positive,11546,9467,Very Positive
1307580,0,0,,313,309,Very Positive
1307600,0,0,,63,32,Mixed
1307680,0,0,,153,125,Very Positive
1307870,0,0,,81,74,Very Positive
1307890,104,96,Very Positive,2997,2697,Very Positive
1308182,0,0,,128,113,Very Positive
1308183,0,0,,143,132,Very Positive
1308500,0,0,,174,123,Mostly Positive
1308950,0,0,,70,19,Mostly Negative
1309860,0,0,,27,19,Mostly Positive
1310370,0,0,,0,0,1 user reviews
1310990,61,52,Very Positive,1439,1367,Overwhelmingly Positive
1311070,32,22,Mostly Positive,241,187,Mostly Positive
1311090,0,0,,79,67,Very Positive
1311091,0,0,,121,110,Very Positive
1311092,0,0,,28,21,Mostly Positive
1311098,0,0,,294,258,Very Positive
1312740,0,0,,0,0,5 user reviews
1313340,0,0,,0,0,3 user reviews
1314140,25,20,Very Positive,701,567,Very Positive
1314561,16,5,Mostly Negative,1850,758,Mixed
1314562,40,4,Very Negative,844,278,Mostly Negative
1314563,123,56,Mixed,3509,1789,Mixed
1314761,0,0,,0,0,4 user reviews
1314820,0,0,,41,31,Mostly Positive
1315140,0,0,,21,9,Mixed
1315150,0,0,,14,8,Mixed
1315160,0,0,,184,165,Very Positive
1315220,0,0,,0,0,2 user reviews
1315470,0,0,,0,0,
1315471,0,0,,0,0,
1315610,0,0,,163,143,Very Positive
1315750,0,0,,924,683,Mostly Positive
1315980,13,8,Mixed,347,322,Very Positive
1316182,0,0,,33,24,Mostly Positive
1316230,25,19,Mostly Positive,660,547,Very Positive
1316550,0,0,,35,33,Positive
1316600,0,0,,0,0,2 user reviews
1316800,0,0,,72,67,Very Positive
1316840,0,0,,536,364,Mixed
1316910,0,0,,503,442,Very Positive
1317080,0,0,,11,8,Positive
1317160,0,0,,127,125,Very Positive
1317230,0,0,,214,126,Mixed
1317250,0,0,,148,109,Mostly Positive
1317260,0,0,,0,0,5 user reviews
1318690,163,156,Overwhelmingly Positive,6149,5964,Overwhelmingly Positive
1319420,0,0,,158,135,Very Positive
1320100,11,8,Very Positive,181,146,Very Positive
1320230,0,0,,0,0,Positive
13210,0,0,,2165,1926,Very Positive
1321580,0,0,,10,8,Positive
1322290,0,0,,169,158,Very Positive
1322300,15,7,Mixed,255,183,Mostly Positive
1323320,0,0,,122,117,Very Positive
1323470,16,12,Mostly Positive,418,317,Mostly Positive
1323900,24,14,Mixed,334,243,Mostly Positive
13240,0,0,Very Positive,2765,2682,Overwhelmingly Positive
1324270,0,0,,62,44,Mostly Positive
1324780,49,44,Very Positive,539,479,Very Positive
1324970,48,36,Mostly Positive,1320,1148,Very Positive
1325200,564,507,Very Positive,15951,13717,Very Positive
1325270,0,0,,30,24,Positive
1325400,0,0,,89,35,Mixed
1325500,0,0,,397,385,Very Positive
1325800,0,0,,108,65,Mixed
1326270,0,0,,56,45,Very Positive
1328530,23,21,Very Positive,232,215,Very Positive
1328660,248,195,Mostly Positive,2682,2118,Mostly Positive
1328670,678,637,Very Positive,17854,16425,Very Positive
1328890,19,14,Mostly Positive,578,537,Very Positive
1328900,0,0,,166,139,Very Positive
1328910,0,0,,63,47,Mostly Positive
1329350,0,0,Very Positive,154,133,Very Positive
1329510,35,23,Mixed,554,404,Mostly Positive
1329790,0,0,,54,34,Mixed
1330000,0,0,,114,102,Very Positive
1330380,0,0,,0,0,Positive
1330460,145,120,Very Positive,2738,2272,Very Positive
1330470,0,0,,3278,2917,Very Positive
1330660,98,79,Very Positive,378,309,Very Positive
1331011,0,0,,0,0,3 user reviews
1331020,0,0,,0,0,2 user reviews
1331021,0,0,,0,0,1 user reviews
1331220,0,0,,34,23,Mostly Positive
1331221,0,0,,16,2,Negative
1331440,0,0,Very Positive,999,879,Very Positive
1331820,0,0,,0,0,2 user reviews
1331821,0,0,,0,0,4 user reviews
1331910,0,0,,29,25,Positive
1332090,0,0,,24,20,Positive
1333220,80,24,Mostly Negative,1105,375,Mostly Negative
1333700,0,0,,35,31,Positive
1333910,0,0,Very Positive,274,268,Very Positive
1334040,0,0,Very Positive,1483,1275,Very Positive
1334700,0,0,Very Positive,267,258,Very Positive
1334730,27,23,Very Positive,243,230,Very Positive
1335230,0,0,Very Positive,81,79,Very Positive
1335530,0,0,,134,109,Very Positive
1335560,0,0,Very Positive,378,366,Very Positive
1335790,219,197,Very Positive,2185,1944,Very Positive
1335800,0,0,,66,46,Mostly Positive
1335840,0,0,,33,28,Positive
1336120,0,0,,63,53,Very Positive
1336160,0,0,,71,63,Very Positive
1336210,0,0,,31,29,Positive
1336350,125,46,Mostly Negative,5692,1764,Mostly Negative
1336480,0,0,,14,9,Mostly Positive
1336481,0,0,,19,14,Mostly Positive
1336482,0,0,,20,19,Positive
1336483,0,0,,12,10,Positive
1336484,0,0,,13,10,Positive
1336600,0,0,,152,145,Very Positive
1337010,45,43,Very Positive,1727,1675,Overwhelmingly Positive
1337530,0,0,,96,90,Very Positive
1337860,0,0,,223,209,Very Positive
1337890,15,12,Very Positive,279,245,Very Positive
1338330,15,12,Very Positive,608,547,Very Positive
1338470,0,0,,44,39,Positive
1338770,208,174,Very Positive,3128,2596,Very Positive
1339000,0,0,,177,148,Very Positive
1340120,0,0,,104,98,Very Positive
1340130,0,0,Very Positive,498,488,Very Positive
1340300,0,0,,29,27,Positive
1340640,23,18,Very Positive,143,128,Very Positive
1341170,0,0,,104,91,Very Positive
1341450,0,0,,106,102,Very Positive
1341520,0,0,,439,237,Mixed
1341701,0,0,,71,43,Mixed
1341702,0,0,,123,87,Mostly Positive
1342040,0,0,,67,61,Very Positive
1342050,0,0,,62,36,Mixed
1342100,0,0,,66,50,Mostly Positive
1342330,59,53,Very Positive,2401,2208,Very Positive
1342410,0,0,,18,14,Positive
1342620,17,15,Very Positive,394,346,Very Positive
1342740,0,0,,68,66,Very Positive
1342810,0,0,,32,19,Mixed
1343500,14,12,Very Positive,742,489,Mixed
1343520,0,0,,112,51,Mixed
1343612,11,7,Mostly Positive,1302,794,Mixed
1343640,0,0,,65,58,Very Positive
1343670,35,31,Very Positive,1384,1134,Very Positive
1343770,0,0,,111,89,Very Positive
1344440,0,0,,0,0,Positive
1344680,0,0,,533,373,Mostly Positive
1345740,39,37,Very Positive,1157,1110,Overwhelmingly Positive
1345800,0,0,,96,93,Very Positive
1345820,42,40,Very Positive,1367,1312,Overwhelmingly Positive
1346010,27,16,Mixed,137,101,Mostly Positive
1346070,36,13,Mostly Negative,1270,685,Mixed
1346540,0,0,,18,9,Mixed
1346541,0,0,,34,13,Mixed
1346730,0,0,,0,0,8 user reviews
1346830,0,0,,202,123,Mixed
1347030,0,0,Overwhelmingly Positive,710,681,Overwhelmingly Positive
1347750,0,0,,240,141,Mixed
1347751,0,0,,95,86,Very Positive
1347920,0,0,,153,82,Mixed
1347970,0,0,Very Positive,224,219,Very Positive
1348140,0,0,,113,101,Very Positive
1348180,0,0,Very Positive,0,0,Very Positive
1348300,11,9,Very Positive,2081,1831,Very Positive
1348390,0,0,,154,135,Very Positive
1348660,30,16,Mixed,2133,1045,Mixed
1348661,0,0,,0,0,
1348670,0,0,,37,22,Mixed
1348700,0,0,,251,243,Very Positive
1349230,150,147,Overwhelmingly Positive,3555,3448,Overwhelmingly Positive
1349400,0,0,,151,108,Mostly Positive
1349830,0,0,,188,165,Very Positive
1349960,15,12,Very Positive,200,162,Very Positive
1350430,0,0,,32,25,Positive
1351060,0,0,,183,142,Mostly Positive
1351450,0,0,,79,54,Mixed
1351500,0,0,,71,46,Mixed
1351630,64,60,Very Positive,730,700,Overwhelmingly Positive
1351860,0,0,,31,29,Positive
13520,80,68,Very Positive,5595,4587,Very Positive
1352020,0,0,,53,50,Very Positive
1352850,0,0,,278,205,Mostly Positive
1352910,0,0,,34,32,Positive
1352930,0,0,,159,127,Very Positive
13530,20,16,Very Positive,998,778,Mostly Positive
1353060,19,17,Very Positive,804,771,Overwhelmingly Positive
1353170,0,0,,25,23,Positive
1353190,0,0,,90,13,Very Negative
13540,0,0,,720,568,Mostly Positive
1354110,0,0,,0,0,6 user reviews
1354230,22,14,Mixed,332,242,Mostly Positive
1354520,0,0,,18,14,Positive
1354690,0,0,,20,11,Mixed
1354810,0,0,,0,0,
1354811,0,0,,0,0,1 user reviews
1354813,0,0,,0,0,
1354819,0,0,,0,0,1 user reviews
1354960,0,0,,278,252,Very Positive
1355760,0,0,,546,387,Mostly Positive
13560,22,18,Very Positive,1808,1572,Very Positive
1356220,0,0,,254,177,Mostly Positive
1356221,0,0,,308,197,Mixed
1356222,0,0,,30,28,Positive
1356240,0,0,,100,44,Mixed
1356280,34,27,Very Positive,496,372,Mostly Positive
1356670,63,56,Very Positive,2771,2577,Very Positive
1357070,0,0,,80,52,Mixed
1357160,0,0,,68,63,Very Positive
1357372,0,0,,71,26,Mostly Negative
1357610,10,7,Mostly Positive,507,385,Mostly Positive
1357860,21,18,Very Positive,379,344,Very Positive
13580,0,0,,1086,412,Mostly Negative
1358090,0,0,,139,136,Very Positive
1358140,36,27,Mostly Positive,405,352,Very Positive
1358530,0,0,,16,9,Mixed
1359090,1219,1023,Very Positive,14530,12205,Very Positive
1359320,0,0,,221,176,Very Positive
1359650,14,10,Mostly Positive,964,800,Very Positive
13600,39,35,Very Positive,1834,1595,Very Positive
1360000,107,98,Very Positive,3352,2983,Very Positive
1360550,0,0,,28,21,Mostly Positive
1361000,154,121,Mostly Positive,6554,5243,Very Positive
1361010,0,0,,189,149,Mostly Positive
1361280,0,0,,247,212,Very Positive
1361320,341,334,Overwhelmingly Positive,6403,6274,Overwhelmingly Positive
1361400,0,0,,103,70,Mixed
1361620,0,0,,0,0,3 user reviews
1361700,0,0,,711,675,Overwhelmingly Positive
1361830,0,0,,251,75,Mostly Negative
1361831,0,0,,162,51,Mostly Negative
1362220,0,0,,0,0,1 user reviews
1362600,0,0,,0,0,3 user reviews
1362660,0,0,,743,572,Mostly Positive
1362780,0,0,,17,13,Positive
1363350,16,6,Mixed,278,150,Mixed
1363880,0,0,,28,22,Positive
1364033,0,0,,112,54,Mixed
1364034,0,0,,42,32,Mostly Positive
1364036,0,0,,22,19,Positive
1364038,0,0,,0,0,9 user reviews
1364039,0,0,,12,9,Mostly Positive
1364100,24,22,Very Positive,526,489,Very Positive
1364224,0,0,,82,42,Mixed
1364290,143,108,Mostly Positive,351,235,Mixed
1365230,0,0,,0,0,7 user reviews
1366091,0,0,,144,136,Very Positive
1366540,1284,1232,Overwhelmingly Positive,45731,44359,Overwhelmingly Positive
1366570,0,0,,20,17,Positive
1366800,188,157,Very Positive,1270,1104,Very Positive
1366900,0,0,,208,106,Mixed
1366950,31,22,Mostly Positive,101,72,Mostly Positive
1367300,68,54,Very Positive,570,484,Very Positive
1367320,0,0,,50,42,Very Positive
1367550,129,119,Very Positive,3595,3415,Overwhelmingly Positive
1367590,328,295,Very Positive,1673,1572,Very Positive
1368110,0,0,,0,0,9 user reviews
1368210,0,0,,50,47,Very Positive
1368570,0,0,,0,0,8 user reviews
1368571,0,0,,29,21,Mostly Positive
1368572,0,0,,31,22,Mostly Positive
1368800,0,0,,17,6,Mixed
1368801,0,0,,38,20,Mixed
1368820,30,21,Mostly Positive,605,502,Very Positive
1369000,0,0,,0,0,3 user reviews
1369340,70,67,Very Positive,996,976,Overwhelmingly Positive
1369370,0,0,,365,302,Very Positive
1369520,18,16,Very Positive,355,337,Very Positive
1369630,559,531,Overwhelmingly Positive,10829,10287,Overwhelmingly Positive
1371400,0,0,,84,82,Very Positive
1371690,10,8,Very Positive,365,237,Mixed
1372280,0,0,,3218,2767,Very Positive
1372300,0,0,,312,258,Very Positive
1372320,0,0,Very Positive,1101,1056,Overwhelmingly Positive
1372490,0,0,,0,0,2 user reviews
1372530,12,9,Very Positive,134,113,Very Positive
1372810,107,101,Overwhelmingly Positive,3368,2896,Very Positive
1372830,0,0,,213,191,Very Positive
1373220,31,22,Mostly Positive,240,158,Mixed
1373430,0,0,,366,311,Very Positive
1373510,11,8,Very Positive,584,537,Very Positive
1373550,0,0,Very Positive,415,344,Very Positive
1374290,0,0,,193,160,Very Positive
1374340,0,0,,58,49,Very Positive
1374450,0,0,,13,11,Positive
1374580,0,0,,0,0,2 user reviews
1374610,0,0,,89,70,Mostly Positive
1374840,128,79,Mixed,1257,980,Mostly Positive
1374850,0,0,,0,0,5 user reviews
1374930,0,0,,159,120,Mostly Positive
1375400,16,13,Very Positive,284,241,Very Positive
1375930,0,0,,34,31,Positive
1376580,0,0,,17,14,Positive
1376720,0,0,,0,0,1 user reviews
1376920,0,0,,0,0,6 user reviews
1377080,0,0,,17,14,Positive
1377360,0,0,Very Positive,1646,1613,Overwhelmingly Positive
1377380,112,82,Mostly Positive,5027,4071,Very Positive
1377540,0,0,,243,116,Mixed
1377550,0,0,,201,164,Very Positive
1377650,0,0,,0,0,Positive
1378020,0,0,,62,55,Very Positive
1378040,0,0,,190,171,Very Positive
1378290,0,0,Very Positive,378,351,Very Positive
1378360,0,0,,78,75,Very Positive
1378450,0,0,,0,0,
1378890,0,0,,51,48,Very Positive
1379310,0,0,,0,0,
1379311,0,0,,0,0,
1379560,0,0,Very Positive,229,219,Very Positive
1379830,0,0,,553,414,Mostly Positive
1379930,13,10,Very Positive,630,428,Mixed
1380010,0,0,,50,38,Mostly Positive
1380390,0,0,,301,285,Very Positive
1380650,0,0,Very Positive,61,59,Very Positive
1381440,0,0,,93,71,Mostly Positive
1381850,0,0,,51,46,Very Positive
1382241,0,0,,116,71,Mixed
1382330,157,142,Very Positive,6111,5683,Very Positive
1383160,0,0,,0,0,4 user reviews
1383610,0,0,,0,0,3 user reviews
1383690,0,0,,32,17,Mixed
1383750,0,0,,40,24,Mixed
1383960,0,0,,181,148,Very Positive
1383970,0,0,,16,14,Positive
1384160,531,483,Very Positive,12763,11614,Very Positive
1384770,14,10,Mostly Positive,616,548,Very Positive
1385380,69,62,Very Positive,795,731,Very Positive
1385730,67,64,Very Positive,802,761,Overwhelmingly Positive
1386610,0,0,,63,59,Very Positive
1386611,0,0,,46,42,Positive
1386612,0,0,,125,115,Very Positive
1386613,0,0,,0,0,1 user reviews
1386614,0,0,,0,0,2 user reviews
1386615,0,0,,0,0,4 user reviews
1386616,0,0,,84,80,Very Positive
1386780,30,24,Very Positive,444,324,Mostly Positive
1386870,0,0,,41,22,Mixed
1386900,34,23,Mostly Positive,796,700,Very Positive
1386930,0,0,,0,0,6 user reviews
1386931,0,0,,31,25,Positive
1386932,0,0,,13,11,Positive
1388370,0,0,,134,88,Mixed
1388590,111,103,Very Positive,1781,1656,Very Positive
1388650,0,0,,71,63,Very Positive
1388770,385,369,Overwhelmingly Positive,4518,4382,Overwhelmingly Positive
1388850,0,0,,79,44,Mixed
1388880,439,425,Overwhelmingly Positive,9857,9462,Overwhelmingly Positive
1389240,0,0,,465,348,Mostly Positive
1389360,10,7,Mostly Positive,99,84,Very Positive
1389550,19,17,Very Positive,384,318,Very Positive
1389610,0,0,,40,34,Positive
1390110,0,0,,122,112,Very Positive
1390150,14,10,Mostly Positive,378,302,Very Positive
1390350,1138,1103,Overwhelmingly Positive,3789,3675,Overwhelmingly Positive
1390840,0,0,,74,70,Very Positive
1392060,131,41,Mostly Negative,1421,625,Mixed
1392100,0,0,,13,10,Positive
1392620,0,0,,0,0,
1392820,397,393,Overwhelmingly Positive,3999,3879,Overwhelmingly Positive
1392840,75,66,Very Positive,2062,1752,Very Positive
1392960,86,73,Very Positive,316,274,Very Positive
1393110,0,0,,110,94,Very Positive
1393111,0,0,,109,93,Very Positive
1393320,0,0,,53,46,Very Positive
1393350,252,214,Very Positive,3084,2775,Very Positive
1393370,0,0,,307,236,Mostly Positive
1393410,15,13,Very Positive,765,535,Mostly Positive
1393420,0,0,,244,222,Very Positive
1393500,0,0,,74,68,Very Positive
1393660,0,0,,18,16,Positive
1393750,20,16,Very Positive,469,393,Very Positive
1393790,0,0,,0,0,9 user reviews
1393820,0,0,,77,72,Very Positive
1394130,0,0,,35,30,Positive
1394930,0,0,,39,37,Positive
1395030,0,0,,36,34,Positive
1395120,0,0,,0,0,
1395730,0,0,,0,0,Very Positive
1395760,33,27,Very Positive,266,231,Very Positive
1395830,0,0,,0,0,Positive
1395850,0,0,,196,174,Very Positive
1396150,10,6,Mixed,699,286,Mixed
1396230,0,0,,16,13,Positive
1396474,30,3,Very Negative,393,106,Mostly Negative
1397380,0,0,,142,127,Very Positive
1397381,0,0,,88,78,Very Positive
1397490,0,0,,46,33,Mostly Positive
1397650,0,0,,274,263,Very Positive
1397790,20,19,Very Positive,137,134,Very Positive
1398740,104,99,Overwhelmingly Positive,612,587,Overwhelmingly Positive
1399370,18,13,Mostly Positive,1137,864,Mostly Positive
1399840,0,0,,204,108,Mixed
1400290,0,0,,108,81,Mostly Positive
1400300,0,0,,24,19,Positive
1400460,0,0,,247,160,Mixed
1400870,0,0,Very Positive,59,57,Very Positive
1400970,37,14,Mixed,278,139,Mixed
1401460,0,0,,13,10,Positive
1401480,0,0,,11,5,Mixed
1401490,0,0,,118,64,Mixed
1402320,35,18,Mixed,1513,953,Mixed
1403020,35,28,Very Positive,148,125,Very Positive
1403800,0,0,,15,10,Mostly Positive
1404040,0,0,,0,0,5 user reviews
1404210,1052,894,Very Positive,27986,23228,Very Positive
1404660,24,21,Very Positive,85,76,Very Positive
1404850,196,186,Overwhelmingly Positive,3734,3435,Very Positive
1405241,0,0,,49,35,Mostly Positive
1405360,0,0,,0,0,2 user reviews
1405470,31,18,Mixed,607,455,Mostly Positive
1405790,0,0,,146,99,Mixed
1405830,0,0,,0,0,8 user reviews
1406780,0,0,Very Positive,292,271,Very Positive
1406990,90,87,Very Positive,5861,5685,Overwhelmingly Positive
1407090,0,0,,25,24,Positive
1407100,0,0,,50,36,Mostly Positive
1407420,53,51,Very Positive,342,331,Very Positive
