id,tag,type
325724,Online Gameplay,R
325959,Simulation,T
325959,Single-player,C
325959,Downloadable Content,C
325959,Steam Achievements,C
325959,Full controller support,C
325959,Steam Trading Cards,C
325959,Steam Workshop,C
325959,Steam Cloud,C
325959,Steam Leaderboards,C
325959,In game purchases,R
325960,Simulation,T
325960,Single-player,C
325960,Downloadable Content,C
325960,Steam Achievements,C
325960,Full controller support,C
325960,Steam Trading Cards,C
325960,Steam Workshop,C
325960,Steam Cloud,C
325960,Steam Leaderboards,C
325965,Simulation,T
325965,Single-player,C
325965,Downloadable Content,C
325965,Steam Achievements,C
325965,Full controller support,C
325965,Steam Trading Cards,C
325965,Steam Workshop,C
325965,Steam Cloud,C
325965,Steam Leaderboards,C
325965,In game purchases,R
325968,Simulation,T
325968,Single-player,C
325968,Downloadable Content,C
325968,Steam Achievements,C
325968,Full controller support,C
325968,Steam Trading Cards,C
325968,Steam Workshop,C
325968,Steam Cloud,C
325968,Steam Leaderboards,C
325974,Simulation,T
325974,Single-player,C
325974,Downloadable Content,C
325974,Steam Achievements,C
325974,Full controller support,C
325974,Steam Trading Cards,C
325974,Steam Workshop,C
325974,Steam Cloud,C
325974,Steam Leaderboards,C
325974,In game purchases,R
325990,Simulation,T
325990,Single-player,C
325990,Downloadable Content,C
325990,Steam Achievements,C
325990,Full controller support,C
325990,Steam Trading Cards,C
325990,Steam Workshop,C
325990,Steam Cloud,C
325990,Steam Leaderboards,C
325990,In game purchases,R
326460,Tanks,T
326460,Multiplayer,T
326460,Strategy,T
326460,2D,T
326460,Action,T
326460,Turn-Based,T
326460,Early Access,T
326460,Casual,T
326460,Shooter,T
326460,Online Co-Op,T
326460,Massively Multiplayer,T
326460,Indie,T
326460,Colorful,T
326460,Funny,T
326460,Turn-Based Strategy,T
326460,Co-op,T
326460,Singleplayer,T
326460,Physics,T
326460,Great Soundtrack,T
326460,Family Friendly,T
326460,Single-player,C
326460,Online PvP,C
326460,Shared/Split Screen PvP,C
326460,Online Co-op,C
326460,Shared/Split Screen Co-op,C
326460,Steam Achievements,C
326460,Steam Trading Cards,C
326460,Partial Controller Support,C
326460,Stats,C
326460,Steam Leaderboards,C
326460,Includes level editor,C
326460,Remote Play on Phone,C
326460,Remote Play on Tablet,C
326460,Remote Play Together,C
326480,Visual Novel,T
326480,Romance,T
326480,Dating Sim,T
326480,Point & Click,T
326480,Cute,T
326480,Funny,T
326480,Story Rich,T
326480,Choices Matter,T
326480,Action,T
326480,Casual,T
326480,Simulation,T
326480,Anime,T
326480,Atmospheric,T
326480,Adventure,T
326480,Singleplayer,T
326480,Nudity,T
326480,Mature,T
326480,Sexual Content,T
326480,Hentai,T
326480,Great Soundtrack,T
326480,Single-player,C
326480,Steam Achievements,C
326480,Steam Trading Cards,C
327030,Strategy,T
327030,Multiplayer,T
327030,Action,T
327030,Funny,T
327030,Turn-Based Strategy,T
327030,Local Multiplayer,T
327030,2D,T
327030,Turn-Based,T
327030,Singleplayer,T
327030,Shooter,T
327030,Comedy,T
327030,Co-op,T
327030,Classic,T
327030,Memes,T
327030,Casual,T
327030,Local Co-Op,T
327030,Platformer,T
327030,Adventure,T
327030,War,T
327030,Gore,T
327030,Single-player,C
327030,Online PvP,C
327030,Shared/Split Screen PvP,C
327030,Steam Achievements,C
327030,Full controller support,C
327030,Steam Trading Cards,C
327030,Steam Workshop,C
327030,Steam Cloud,C
327030,Steam Leaderboards,C
327030,Remote Play on Phone,C
327030,Remote Play on Tablet,C
327030,Remote Play on TV,C
327030,Remote Play Together,C
327070,Early Access,T
327070,MMORPG,T
327070,Medieval,T
327070,Open World,T
327070,Action,T
327070,Massively Multiplayer,T
327070,RPG,T
327070,Character Customization,T
327070,Simulation,T
327070,Multiplayer,T
327070,Indie,T
327070,PvP,T
327070,Immersive Sim,T
327070,Atmospheric,T
327070,Open World Survival Craft,T
327070,Realistic,T
327070,Crafting,T
327070,Adventure,T
327070,Survival,T
327070,Swordplay,T
327070,MMO,C
327070,Online PvP,C
327070,Online Co-op,C
327070,Steam Achievements,C
327070,Steam Trading Cards,C
327070,Stats,C
327140,Design & Illustration,T
327140,VR,T
327140,Hand-drawn,T
327140,Casual,T
327140,Singleplayer,T
327140,SteamVR Collectibles,C
327280,Strategy,T
327280,Historical,T
327280,RTS,T
327280,Turn-Based Strategy,T
327280,Rome,T
327280,Multiplayer,T
327280,Grand Strategy,T
327280,War,T
327280,Singleplayer,T
327280,Tactical,T
327280,Turn-Based,T
327280,Single-player,C
327280,Downloadable Content,C
327400,Simulation,T
327400,Adventure,T
327400,Turn-Based Strategy,T
327400,Classic,T
327400,Strategy,T
327400,Retro,T
327400,4X,T
327400,Historical,T
327400,Economy,T
327400,Pixel Graphics,T
327400,Singleplayer,T
327400,Single-player,C
327410,Indie,T
327410,Story Rich,T
327410,Great Soundtrack,T
327410,Pixel Graphics,T
327410,RPGMaker,T
327410,Short,T
327410,Adventure,T
327410,Singleplayer,T
327410,Interactive Fiction,T
327410,2D,T
327410,RPG,T
327410,Atmospheric,T
327410,Visual Novel,T
327410,Retro,T
327410,Emotional,T
327410,Casual,T
327410,Walking Simulator,T
327410,Surreal,T
327410,Top-Down,T
327410,Cute,T
327410,Single-player,C
327410,Steam Achievements,C
327410,Steam Trading Cards,C
327410,Partial Controller Support,C
327410,Steam Cloud,C
327560,Adventure,T
327560,Indie,T
327560,Survival,T
327560,Action,T
327560,Female Protagonist,T
327560,Singleplayer,T
327560,First-Person,T
327560,Atmospheric,T
327560,Dark,T
327560,Great Soundtrack,T
327560,Difficult,T
327560,Controller,T
327560,Horror,T
327560,Open World,T
327560,Psychological Horror,T
327560,Survival Horror,T
327560,Single-player,C
327560,Steam Achievements,C
327560,Full controller support,C
327560,Steam Trading Cards,C
327560,Steam Cloud,C
327740,FPS,T
327740,Action,T
327740,Sci-fi,T
327740,First-Person,T
327740,Shooter,T
327740,Cyberpunk,T
327740,Singleplayer,T
327740,Classic,T
327740,Futuristic,T
327740,RPG,T
327740,Atmospheric,T
327740,Adventure,T
327740,Multiplayer,T
327740,Single-player,C
327740,Steam Cloud,C
327860,Open World Survival Craft,T
327860,Open World,T
327860,Survival,T
327860,Adventure,T
327860,Crafting,T
327860,Exploration,T
327860,Sandbox,T
327860,Pirates,T
327860,Multiplayer,T
327860,First-Person,T
327860,Singleplayer,T
327860,Indie,T
327860,RPG,T
327860,Action,T
327860,Sailing,T
327860,Naval,T
327860,Procedural Generation,T
327860,Early Access,T
327860,Atmospheric,T
327860,Walking Simulator,T
327860,Single-player,C
327860,Online Co-op,C
327860,Steam Achievements,C
327860,Steam Trading Cards,C
327860,Partial Controller Support,C
327860,Steam Cloud,C
327880,Indie,T
327880,Action,T
327880,Roguelite,T
327880,Action Roguelike,T
327880,6DOF,T
327880,First-Person,T
327880,VR,T
327880,Great Soundtrack,T
327880,Roguelike,T
327880,Sci-fi,T
327880,Exploration,T
327880,Atmospheric,T
327880,Adventure,T
327880,Beautiful,T
327880,Shooter,T
327880,Procedural Generation,T
327880,Perma Death,T
327880,FPS,T
327880,Single-player,C
327880,Steam Achievements,C
327880,Full controller support,C
327880,Steam Trading Cards,C
327880,Steam Cloud,C
327880,Stats,C
327880,Remote Play on TV,C
327890,Simulation,T
327890,Funny,T
327890,Physics,T
327890,Adventure,T
327890,Difficult,T
327890,3D Platformer,T
327890,Singleplayer,T
327890,Comedy,T
327890,Action,T
327890,Controller,T
327890,Family Friendly,T
327890,Intentionally Awkward Controls,T
327890,Cute,T
327890,Casual,T
327890,Third Person,T
327890,Indie,T
327890,Early Access,T
327890,Epic,T
327890,Beautiful,T
327890,Third-Person Shooter,T
327890,Single-player,C
327890,Steam Achievements,C
327890,Full controller support,C
327890,Steam Trading Cards,C
327890,Steam Cloud,C
327890,Steam Leaderboards,C
327890,Remote Play on TV,C
328070,Arena Shooter,T
328070,FPS,T
328070,Action,T
328070,Indie,T
328070,Fast-Paced,T
328070,Multiplayer,T
328070,Competitive,T
328070,Early Access,T
328070,First-Person,T
328070,Shooter,T
328070,Robots,T
328070,Online PvP,C
328070,Steam Workshop,C
328070,In-App Purchases,C
328070,Stats,C
328070,Steam Leaderboards,C
328070,Includes level editor,C
328080,Tower Defense,T
328080,Colony Sim,T
328080,City Builder,T
328080,Strategy,T
328080,Survival,T
328080,Pixel Graphics,T
328080,Base Building,T
328080,Simulation,T
328080,God Game,T
328080,Indie,T
328080,Sandbox,T
328080,Singleplayer,T
328080,2D,T
328080,Resource Management,T
328080,Early Access,T
328080,Retro,T
328080,Roguelike,T
328080,Great Soundtrack,T
328080,Level Editor,T
328080,Soundtrack,T
328080,Single-player,C
328080,Steam Trading Cards,C
328080,Steam Cloud,C
328080,Includes level editor,C
328590,Adventure,T
328590,Indie,T
328590,Horror,T
328590,Action,T
328590,VR,T
328590,Psychological Horror,T
328590,Atmospheric,T
328590,First-Person,T
328590,Puzzle,T
328590,Survival Horror,T
328590,Exploration,T
328590,Single-player,C
328590,Steam Achievements,C
328590,Full controller support,C
328590,Steam Trading Cards,C
328590,Steam Cloud,C
328590,Remote Play on TV,C
328590,Language,R
328900,Simulation,T
328900,Flight,T
328900,World War II,T
328900,Single-player,C
329010,Strategy,T
329010,RPG,T
329010,Simulation,T
329010,Single-player,C
329010,Downloadable Content,C
329010,Steam Trading Cards,C
329050,Action,T
329050,Hack and Slash,T
329050,Character Action Game,T
329050,Great Soundtrack,T
329050,Singleplayer,T
329050,Spectacle fighter,T
329050,Third Person,T
329050,Stylized,T
329050,Difficult,T
329050,Classic,T
329050,Story Rich,T
329050,Anime,T
329050,Atmospheric,T
329050,Adventure,T
329050,Beat 'em up,T
329050,Replay Value,T
329050,Controller,T
329050,Female Protagonist,T
329050,Remake,T
329050,RPG,T
329050,Single-player,C
329050,Steam Achievements,C
329050,Full controller support,C
329050,Steam Trading Cards,C
329050,Steam Cloud,C
329050,Violence,R
329070,Multiplayer,T
329070,Strategy,T
329070,Indie,T
329070,Detective,T
329070,Stealth,T
329070,Early Access,T
329070,Action,T
329070,Simulation,T
329070,Mystery,T
329070,Competitive,T
329070,Assassin,T
329070,Social Deduction,T
329070,Singleplayer,T
329070,Online PvP,C
329070,Full controller support,C
329130,Building,T
329130,Space,T
329130,Sandbox,T
329130,Strategy,T
329130,2D,T
329130,Action,T
329130,Indie,T
329130,Singleplayer,T
329130,Top-Down,T
329130,Open World,T
329130,Exploration,T
329130,Sci-fi,T
329130,Shooter,T
329130,Great Soundtrack,T
329130,Physics,T
329130,Bullet Hell,T
329130,Adventure,T
329130,Arcade,T
329130,Simulation,T
329130,Multiplayer,T
329130,Single-player,C
329130,Steam Achievements,C
329130,Full controller support,C
329130,Steam Trading Cards,C
329130,Steam Workshop,C
329130,Steam Cloud,C
329130,Includes level editor,C
329430,Zombies,T
329430,Survival,T
329430,Open World,T
329430,Base Building,T
329430,Post-apocalyptic,T
329430,Singleplayer,T
329430,Action,T
329430,RPG,T
329430,Third Person,T
329430,Simulation,T
329430,Multiplayer,T
329430,Sandbox,T
329430,Survival Horror,T
329430,Atmospheric,T
329430,Gore,T
329430,Crafting,T
329430,Co-op,T
329430,Adventure,T
329430,Perma Death,T
329430,Great Soundtrack,T
329430,Single-player,C
329430,Steam Achievements,C
329430,Full controller support,C
329430,Steam Trading Cards,C
329430,Steam Leaderboards,C
329430,"Bad Language, Violence, Online Gameplay",R
329440,Adventure,T
329440,Platformer,T
329440,3D Platformer,T
329440,Great Soundtrack,T
329440,Singleplayer,T
329440,Parkour,T
329440,Fast-Paced,T
329440,Action,T
329440,Colorful,T
329440,Third Person,T
329440,Comedy,T
329440,Family Friendly,T
329440,Memes,T
329440,Funny,T
329440,Controller,T
329440,Open World,T
329440,Difficult,T
329440,Single-player,C
329440,Steam Achievements,C
329440,Full controller support,C
329440,Steam Cloud,C
329440,Steam Leaderboards,C
329530,Strategy,T
329530,RPG,T
329530,Turn-Based Strategy,T
329530,4X,T
329530,Single-player,C
329530,Cross-Platform Multiplayer,C
329530,Downloadable Content,C
329530,Steam Achievements,C
329530,Steam Trading Cards,C
329530,Steam Workshop,C
329530,Steam Cloud,C
329530,Includes level editor,C
329530,Violence,R
329530,Online Gameplay,R
329970,Early Access,T
329970,Base Building,T
329970,Roguelike,T
329970,Villain Protagonist,T
329970,Management,T
329970,Sandbox,T
329970,Fantasy,T
329970,Procedural Generation,T
329970,Perma Death,T
329970,Dungeon Crawler,T
329970,Crafting,T
329970,Strategy,T
329970,Moddable,T
329970,Top-Down,T
329970,Colony Sim,T
329970,Mining,T
329970,Building,T
329970,RPG,T
329970,Open World,T
329970,Survival,T
329970,Single-player,C
329970,Steam Workshop,C
329970,Steam Cloud,C
330020,Multiplayer,T
330020,Roguelike,T
330020,Action Roguelike,T
330020,Hack and Slash,T
330020,Action,T
330020,Roguelite,T
330020,RPG,T
330020,Dungeon Crawler,T
330020,Singleplayer,T
330020,Story Rich,T
330020,Local Co-Op,T
330020,Pixel Graphics,T
330020,Isometric,T
330020,Procedural Generation,T
330020,Action RPG,T
330020,2D,T
330020,Atmospheric,T
330020,Co-op,T
330020,Fantasy,T
330020,Action-Adventure,T
330020,Single-player,C
330020,Shared/Split Screen Co-op,C
330020,Steam Achievements,C
330020,Full controller support,C
330020,Steam Cloud,C
330020,Stats,C
330020,Remote Play on Phone,C
330020,Remote Play on Tablet,C
330020,Remote Play on TV,C
330020,Remote Play Together,C
330390,JRPG,T
330390,RPG,T
330390,Adventure,T
330390,Classic,T
330390,Story Rich,T
330390,Singleplayer,T
330390,Great Soundtrack,T
330390,Turn-Based Combat,T
330390,Fantasy,T
330390,Cult Classic,T
330390,Anime,T
330390,Turn-Based,T
330390,Retro,T
330390,Remake,T
330390,Single-player,C
330390,Steam Achievements,C
330390,Steam Trading Cards,C
330390,Partial Controller Support,C
330390,Steam Cloud,C
330390,Violence,R
330390,Bad Language,R
330820,Cyberpunk,T
330820,Visual Novel,T
330820,Interactive Fiction,T
330820,Noir,T
330820,Atmospheric,T
330820,Story Rich,T
330820,Multiple Endings,T
330820,Choices Matter,T
330820,Point & Click,T
330820,Conversation,T
330820,Stylized,T
330820,Comic Book,T
330820,Sci-fi,T
330820,Emotional,T
330820,2D,T
330820,Adventure,T
330820,Futuristic,T
330820,Narrative,T
330820,Singleplayer,T
330820,Anime,T
330820,Single-player,C
330820,Steam Achievements,C
330820,Full controller support,C
330820,Steam Trading Cards,C
330820,Steam Cloud,C
330820,Remote Play on Phone,C
330820,Remote Play on Tablet,C
330820,Remote Play on TV,C
330820,Strong Language,R
330830,Comedy,T
330830,Adventure,T
330830,Story Rich,T
330830,Choices Matter,T
330830,Singleplayer,T
330830,Episodic,T
330830,Point & Click,T
330830,Funny,T
330830,Choose Your Own Adventure,T
330830,Action,T
330830,Atmospheric,T
330830,Quick-Time Events,T
330830,Great Soundtrack,T
330830,Dark Humor,T
330830,Sci-fi,T
330830,Memes,T
330830,Female Protagonist,T
330830,RPG,T
330830,Visual Novel,T
330830,Casual,T
330830,Single-player,C
330830,Steam Achievements,C
330830,Full controller support,C
330830,Remote Play on TV,C
330830,Violence,R
33100,Action,T
33100,Shooter,T
33100,Blood,T
33100,Horror,T
33100,Aliens,T
33100,Gore,T
33100,Action RPG,T
33100,Sci-fi,T
33100,Top-Down,T
33100,Isometric,T
33100,Singleplayer,T
33100,RPG,T
33100,Beat 'em up,T
33100,Looter Shooter,T
33100,Indie,T
33100,Top-Down Shooter,T
33100,Atmospheric,T
33100,Arcade,T
33100,Roguelike,T
33100,Arena Shooter,T
33100,Single-player,C
33100,Steam Achievements,C
33100,Steam Trading Cards,C
33100,Partial Controller Support,C
33100,Steam Cloud,C
33100,Steam Leaderboards,C
331160,World War II,T
331160,NSFW,T
331160,Gore,T
331160,Anime,T
331160,Violent,T
331160,Cold War,T
331160,Dating Sim,T
331160,Post-apocalyptic,T
331160,Horror,T
331160,Mature,T
331160,Survival Horror,T
331160,War,T
331160,Shooter,T
331160,Racing,T
331160,Adventure,T
331160,Story Rich,T
331160,Open World,T
331160,Great Soundtrack,T
331160,Family Friendly,T
331160,Memes,T
331160,Single-player,C
331160,Partial Controller Support,C
331160,Steam Cloud,C
331160,Remote Play Together,C
33120,Action,T
33120,Shooter,T
33120,Action RPG,T
33120,RPG,T
33120,Shoot 'Em Up,T
33120,Gore,T
33120,Blood,T
33120,Top-Down Shooter,T
33120,Horror,T
33120,Arena Shooter,T
33120,Singleplayer,T
33120,PvE,T
33120,Third-Person Shooter,T
33120,Top-Down,T
33120,Isometric,T
33120,Third Person,T
33120,Indie,T
33120,Female Protagonist,T
33120,Inventory Management,T
33120,Arcade,T
33120,Single-player,C
33120,Steam Trading Cards,C
331480,Indie,T
331480,Adventure,T
331480,Casual,T
331480,Atmospheric,T
331480,Dark,T
331480,Puzzle Platformer,T
331480,Story Rich,T
331480,Puzzle,T
331480,Platformer,T
331480,Singleplayer,T
331480,Side Scroller,T
331480,Great Soundtrack,T
331480,2D,T
331480,Action,T
331480,Funny,T
331480,Horror,T
331480,Kickstarter,T
331480,Single-player,C
331480,Steam Achievements,C
331480,Full controller support,C
331480,Steam Trading Cards,C
331480,Captions available,C
331480,Steam Cloud,C
331480,Remote Play on TV,C
331670,Casual,T
331670,Trivia,T
331670,Party,T
331670,Local Multiplayer,T
331670,Funny,T
331670,Indie,T
331670,Strategy,T
331670,Multiplayer,T
331670,Comedy,T
331670,Party Game,T
331670,Board Game,T
331670,Co-op,T
331670,Family Friendly,T
331670,4 Player Local,T
331670,Local Co-Op,T
331670,Single-player,C
331670,Shared/Split Screen PvP,C
331670,Shared/Split Screen Co-op,C
331670,Steam Achievements,C
331670,Partial Controller Support,C
331670,Steam Cloud,C
331670,Remote Play on Phone,C
331670,Remote Play on Tablet,C
331670,Remote Play Together,C
331690,Pixel Graphics,T
331690,Adventure,T
331690,Indie,T
331690,Action,T
331690,1980s,T
331690,Great Soundtrack,T
331690,Retro,T
331690,2D,T
331690,Funny,T
331690,Story Rich,T
331690,Singleplayer,T
331690,RPG,T
331690,Difficult,T
331690,Top-Down,T
331690,Puzzle,T
331690,Single-player,C
331690,Steam Achievements,C
331690,Full controller support,C
331690,Steam Trading Cards,C
331690,Steam Cloud,C
331690,Remote Play on TV,C
331690,Violence,R
331690,Bad language,R
33180,Action,T
33180,Zombies,T
33180,RPG,T
33180,Indie,T
33180,Shooter,T
33180,Top-Down Shooter,T
33180,Isometric,T
33180,Gore,T
33180,Singleplayer,T
33180,Top-Down,T
33180,Single-player,C
331800,Racing,T
331800,Sports,T
331800,Simulation,T
331800,Free to Play,T
331800,Single-player,C
331800,Downloadable Content,C
331800,Partial Controller Support,C
331870,Adventure,T
331870,Exploration,T
331870,Indie,T
331870,Relaxing,T
331870,Open World,T
331870,Atmospheric,T
331870,Female Protagonist,T
331870,Flight,T
331870,Singleplayer,T
331870,Great Soundtrack,T
331870,Third Person,T
331870,Experience,T
331870,Puzzle,T
331870,Nature,T
331870,Story Rich,T
331870,Colorful,T
331870,Narration,T
331870,Casual,T
331870,3D Platformer,T
331870,Walking Simulator,T
331870,Single-player,C
331870,Steam Achievements,C
331870,Full controller support,C
331870,Steam Trading Cards,C
331870,Steam Cloud,C
331900,Action,T
331900,RPG,T
331900,FPS,T
331900,Co-op,T
331900,Stealth,T
331900,Single-player,C
331900,Downloadable Content,C
331900,Steam Achievements,C
331900,Full controller support,C
331900,Steam Trading Cards,C
331920,Simulation,T
331920,Management,T
331920,Retro,T
331920,Economy,T
331920,Singleplayer,T
331920,Indie,T
331920,2D,T
331920,Multiplayer,T
331920,Single-player,C
331930,Strategy,T
331930,Action,T
331930,Indie,T
331930,Building,T
331930,Sandbox,T
331930,Single-player,C
331930,Downloadable Content,C
3320,Casual,T
3320,Classic,T
3320,Singleplayer,T
3320,Underwater,T
3320,Clicker,T
3320,Simulation,T
3320,Cute,T
3320,Aliens,T
3320,Family Friendly,T
3320,Colorful,T
3320,Strategy,T
3320,Action,T
3320,Funny,T
3320,Point & Click,T
3320,Psychological Horror,T
3320,Relaxing,T
3320,Addictive,T
3320,Difficult,T
3320,Atmospheric,T
3320,Great Soundtrack,T
3320,Single-player,C
332120,Racing,T
332120,Sports,T
332120,Free to Play,T
332120,Simulation,T
332120,Single-player,C
332120,Downloadable Content,C
332120,Partial Controller Support,C
332200,Metroidvania,T
332200,Indie,T
332200,Pixel Graphics,T
332200,Platformer,T
332200,Action,T
332200,Great Soundtrack,T
332200,2D,T
332200,Adventure,T
332200,Sci-fi,T
332200,Retro,T
332200,Exploration,T
332200,Singleplayer,T
332200,Atmospheric,T
332200,Cyberpunk,T
332200,Difficult,T
332200,Side Scroller,T
332200,Aliens,T
332200,Horror,T
332200,Shooter,T
332200,Story Rich,T
332200,Single-player,C
332200,Steam Achievements,C
332200,Full controller support,C
332200,Steam Trading Cards,C
332200,Steam Cloud,C
332200,Steam Leaderboards,C
332200,Remote Play on TV,C
332200,Violence,R
332200,Bad Language,R
33230,Action,T
33230,Open World,T
33230,Parkour,T
33230,Adventure,T
33230,Stealth,T
33230,Assassin,T
33230,Third Person,T
33230,Historical,T
33230,Story Rich,T
33230,Singleplayer,T
33230,Great Soundtrack,T
33230,Atmospheric,T
33230,Conspiracy,T
33230,Action-Adventure,T
33230,Classic,T
33230,Multiplayer,T
33230,Controller,T
33230,Alternate History,T
33230,Sandbox,T
33230,Sci-fi,T
33230,Single-player,C
332350,Simulation,T
332350,Action,T
332350,Strategy,T
332350,Multiplayer,T
332350,Military,T
332350,FPS,T
332350,Single-player,C
332350,Online PvP,C
332350,LAN PvP,C
332350,Online Co-op,C
332350,LAN Co-op,C
332350,Downloadable Content,C
332350,Steam Achievements,C
332350,Steam Trading Cards,C
332350,Captions available,C
332350,Steam Workshop,C
332350,Partial Controller Support,C
332350,Steam Leaderboards,C
332350,Includes level editor,C
332350,Bad Language,R
332350,Violence,R
332350,Online Gameplay,R
332360,Animation & Modeling,T
332360,Design & Illustration,T
332360,Utilities,T
332360,Software,T
332360,Game Development,T
332360,Steam Trading Cards,C
332570,Funny,T
332570,Open World,T
332570,4 Player Local,T
332570,Split Screen,T
332570,Sandbox,T
332570,Adventure,T
332570,Early Access,T
332570,Indie,T
332570,Physics,T
332570,Local Co-Op,T
332570,Third Person,T
332570,Parkour,T
332570,Character Customization,T
332570,Superhero,T
332570,Singleplayer,T
332570,Zombies,T
332570,Family Friendly,T
332570,Memes,T
332570,Simulation,T
332570,Action-Adventure,T
332570,Single-player,C
332570,Shared/Split Screen PvP,C
332570,Shared/Split Screen Co-op,C
332570,Full controller support,C
332570,Steam Cloud,C
332570,Remote Play on TV,C
332570,Remote Play Together,C
332610,Action,T
332610,Adventure,T
332610,Indie,T
332610,RPG,T
332610,Metroidvania,T
332610,Female Protagonist,T
332610,2D,T
332610,Side Scroller,T
332610,Pixel Graphics,T
332610,Magic,T
332610,Platformer,T
332610,Cute,T
332610,Single-player,C
332610,Steam Achievements,C
332610,Steam Trading Cards,C
332610,Partial Controller Support,C
332610,Steam Cloud,C
332800,Horror,T
332800,Singleplayer,T
332800,Survival Horror,T
332800,Robots,T
332800,Psychological Horror,T
332800,Difficult,T
332800,First-Person,T
332800,Dark,T
332800,Indie,T
332800,Survival,T
332800,Point & Click,T
332800,Strategy,T
332800,Atmospheric,T
332800,Story Rich,T
332800,Mystery,T
332800,Fast-Paced,T
332800,Resource Management,T
332800,Historical,T
332800,Perma Death,T
332800,Adventure,T
332800,Single-player,C
3330,Match 3,T
3330,Puzzle,T
3330,Arcade,T
3330,Strategy,T
3330,2D,T
3330,Cute,T
3330,Funny,T
3330,Casual,T
3330,Colorful,T
3330,Family Friendly,T
3330,Physics,T
3330,Retro,T
3330,Singleplayer,T
3330,Indie,T
3330,Replay Value,T
3330,Classic,T
3330,Difficult,T
3330,Action,T
3330,Psychological Horror,T
3330,Addictive,T
3330,Single-player,C
333250,Action,T
333250,Anime,T
333250,Adventure,T
333250,Cute,T
333250,Female Protagonist,T
333250,RPG,T
333250,Indie,T
333250,Casual,T
333250,Puzzle,T
333250,3D Platformer,T
333250,Singleplayer,T
333250,Hack and Slash,T
333250,Funny,T
333250,Single-player,C
333250,Steam Achievements,C
333250,Steam Trading Cards,C
333250,Partial Controller Support,C
333300,CRPG,T
333300,Traditional Roguelike,T
333300,Dungeon Crawler,T
333300,Perma Death,T
333300,Turn-Based,T
333300,Difficult,T
333300,Tabletop,T
333300,Roguelike,T
333300,Strategy,T
333300,RPG,T
333300,2D,T
333300,Procedural Generation,T
333300,Pixel Graphics,T
333300,Fantasy,T
333300,Atmospheric,T
333300,Adventure,T
333300,Grid-Based Movement,T
333300,Singleplayer,T
333300,Indie,T
333300,Replay Value,T
333300,Single-player,C
333300,Steam Achievements,C
333300,Steam Trading Cards,C
333420,Strategy,T
333420,RTS,T
333420,Base Building,T
333420,Historical,T
333420,Multiplayer,T
333420,Resource Management,T
333420,Tactical,T
333420,Classic,T
333420,City Builder,T
333420,Singleplayer,T
333420,Real-Time,T
333420,Grand Strategy,T
333420,Remake,T
333420,Co-op,T
333420,Action,T
333420,Moddable,T
333420,Competitive,T
333420,Replay Value,T
333420,Adventure,T
333420,Isometric,T
333420,Single-player,C
333420,Online PvP,C
333420,Online Co-op,C
333420,Steam Achievements,C
333420,Steam Trading Cards,C
333420,Steam Workshop,C
333420,Steam Cloud,C
333420,Includes level editor,C
333420,Commentary available,C
333600,Hentai,T
333600,Anime,T
333600,Nudity,T
333600,Sexual Content,T
333600,Mature,T
333600,Visual Novel,T
333600,Cute,T
333600,Dating Sim,T
333600,Singleplayer,T
333600,Story Rich,T
333600,Romance,T
333600,Casual,T
333600,Indie,T
333600,Great Soundtrack,T
333600,Cats,T
333600,Funny,T
333600,NSFW,T
333600,Linear,T
333600,Atmospheric,T
333600,Female Protagonist,T
333600,Single-player,C
333600,Steam Achievements,C
333600,Steam Trading Cards,C
333600,Steam Cloud,C
333600,Remote Play on Phone,C
333600,Remote Play on Tablet,C
333640,Roguelike,T
333640,RPG,T
333640,Traditional Roguelike,T
333640,Post-apocalyptic,T
333640,Perma Death,T
333640,Indie,T
333640,Procedural Generation,T
333640,Early Access,T
333640,Open World,T
333640,Sci-fi,T
333640,Turn-Based,T
333640,Adventure,T
333640,Difficult,T
333640,Pixel Graphics,T
333640,Strategy,T
333640,Replay Value,T
333640,Exploration,T
333640,Story Rich,T
333640,Retro,T
333640,Turn-Based Tactics,T
333640,Single-player,C
333640,Steam Achievements,C
333640,Steam Workshop,C
333640,Partial Controller Support,C
333640,Steam Leaderboards,C
333640,Includes level editor,C
334230,Multiplayer,T
334230,Strategy,T
334230,Mystery,T
334230,Indie,T
334230,RPG,T
334230,Casual,T
334230,Social Deduction,T
334230,Werewolves,T
334230,Funny,T
334230,Co-op,T
334230,Great Soundtrack,T
334230,Tactical,T
334230,Survival,T
334230,Board Game,T
334230,Massively Multiplayer,T
334230,2D,T
334230,Memes,T
334230,Comedy,T
334230,Family Friendly,T
334230,Action,T
334230,Cross-Platform Multiplayer,C
334230,Steam Achievements,C
334230,In-App Purchases,C
334230,Steam Cloud,C
334310,Strategy,T
334310,Casual,T
334310,Indie,T
334310,RPG,T
334310,Simulation,T
334310,Adventure,T
334310,Action,T
334310,Singleplayer,T
334310,Medieval,T
334310,Wargame,T
334310,Turn-Based Strategy,T
334310,Grand Strategy,T
334310,Choose Your Own Adventure,T
334310,2D,T
334310,Cute,T
334310,Cartoony,T
334310,Top-Down,T
334310,PvE,T
334310,Choices Matter,T
334310,Replay Value,T
334310,Single-player,C
334310,Steam Achievements,C
334310,Steam Cloud,C
334310,Stats,C
334540,Indie,T
334540,Simulation,T
334540,Action,T
334540,Mechs,T
334540,VR,T
334540,Early Access,T
334540,Multiplayer,T
334540,Online PvP,C
