id,OS,CPU,RAM,Graphics,DirectX,Disk Space,Additional,type
1315160,Windows XP，7，10,1.8 GHz Processor,1 GB RAM,Intel(R) HD Graphics 5500,Version 9.0,2 GB available space,,M
1315160,Windows XP，7，10,1.8 GHz Processor,2 GB RAM,,Version 9.0,2 GB available space,,R
1315220,Windows 10,Core i5 / Ryzen 5 @ 3.3 GHz or better,12 GB RAM,gtx 1070 or equivalent - 6GB VRAM,,25 GB available space,,M
1315220,Windows 10,Core i7 / Ryzen 7 @ 4GHz or better,16 GB RAM,gtx 2070 or equivalent - 8GB VRAM,,25 GB available space,,R
1315470,Windows 8 32-bit,Processor (AMD): Athlon X2 2.8 GHz Processor (Intel): Core 2 Duo 2.4 GHz,4 GB RAM,Graphics card (AMD): AMD Radeon HD 3870 Graphics card (NVIDIA): Nvidia GeForce 8800 GT,,30 GB available space,,M
1315470,Windows 8 64-bit,Processor (AMD): Six-core CPU Processor (Intel): Quad-core CPU,8 MB RAM,Graphics card (AMD): AMD Radeon HD 7870 Graphics card (Nvidia): NVIDIA GeForce GTX 660,,30 GB available space,,R
1315471,Windows 8 32-bit,Processor (AMD): Athlon X2 2.8 GHz Processor (Intel): Core 2 Duo 2.4 GHz,4 GB RAM,Graphics card (AMD): AMD Radeon HD 3870 Graphics card (NVIDIA): Nvidia GeForce 8800 GT,,30 GB available space,,M
1315471,Windows 8 64-bit,Processor (AMD): Six-core CPU Processor (Intel): Quad-core CPU,8 GB RAM,Graphics card (AMD): AMD Radeon HD 7870 Graphics card (Nvidia): NVIDIA GeForce GTX 660,,30 GB available space,,R
1315610,Windows 7+,Intel i5+,2 GB RAM,Nvidia 450 GTS / Radeon HD 5750 or better,,500 MB available space,DirectX 9.1+ or OpenGL 3.2+,M
1315610,Windows 7+,Intel i5+,4 GB RAM,Nvidia GTX 460 / Radeon HD 7800 or better,,500 MB available space,DirectX 9.1+ or OpenGL 3.2+,R
1315750,Windows 7 64bit,Intel® Core™ 2 Duo 3.0Ghz,5 GB RAM,NVIDIA GTX 460 1GB | AMD Radeon HD 5770 1GB | Intel HD4000 @720p,Version 11,60 GB available space,,M
1315750,Windows 7 / 8 (8.1)/ 10 64Bit,Intel® Core™ i5-4570 3.20GHz,8 GB RAM,NVIDIA GeForce GTX 770 4GB | AMD Radeon R9 290X 4GB @1080p,Version 11,60 GB available space,,R
1315980,Windows 7,Core I5,8 GB RAM,GTX 960 or equivalent,,2 GB available space,Temporary minimum configuration,F
1316182,64-bit Windows 7 / Windows 10,"Intel Core i5-750, 2.66 GHz / AMD Phenom II X4 965, 3.4 GHz or AMD Ryzen™ 3 1200, 3.1 GHz",8 GB RAM,NVIDIA® GeForce™ GTX 670 or NVIDIA® GeForce™ GTX 1050 / AMD® Radeon™ HD 7950 or AMD® Radeon™ R9 270,Version 11,,,M
1316182,64-bit Windows 7 / Windows 10,"Intel Core i5-2300, 2.8 GHz / AMD FX-6300, 3.5GHz or AMD Ryzen™ 5 1400, 3.2 GHz",8 GB RAM,NVIDIA® GeForce™ GTX 780 or NVIDIA® GeForce™ GTX 1060-6GB / AMD® Radeon™ R9 290 or RX 570,Version 11,,,R
1316230,Windows 7 SP1+ (x64 only),,4 GB RAM,"Any graphics card with DX10 capabilities, 1GB VRAM",Version 10,2 GB available space,,M
1316230,Windows 7 SP1+ (x64 only),,8 GB RAM,NVIDIA GeForce GTX 960 / AMD Radeon HD 7970,Version 11,2 GB available space,,R
1316550,"Windows 7, 8.1, 10 (64bit)",Intel Core 2 Duo E8400 3.0GHz AMD Athlon 64 X2 6000+ 3.0GHz,4 GB RAM,Nvidia® GTX 460 or AMD HD 5850 or better,Version 11,2 GB available space,,M
1316550,,,16 GB RAM,,,25 GB available space,,R
1316600,,,,,,Additional 1700 MB available space,,F
1316800,Windows XP SP3 / Vista / 7 / 8 / 10,Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHz,4 GB RAM,GeForce GTX 560 or Radeon HD6870 with 1GB VRAM,,,,M
1316800,Windows XP SP3 / Vista / 7 / 8 / 10,Core i3 3.1 GHz or AMD Phenom II X3 2.8 GHz,4 GB RAM,GeForce GTX 560 or Radeon HD6870 with 1GB VRAM,,,,R
1316840,64bit OS - Windows 7,Intel i3-4170,4 GB RAM,NVIDIA GTX 660 / ATI HD7870 - 1GB VRAM,,60 GB available space,,M
1316840,64bit OS - Windows 10,Intel i7 Quad Core,8 GB RAM,NVidia GTX 760 / R9 270x - 4GB VRAM,,60 GB available space,,R
1316910,Windows 8.1 64bits,Intel Core 2 Duo E8400 or AMD Phenom II X2 550,4 GB RAM,"NVIDIA GeForce 8800 GT, 512 MB or AMD Radeon HD 5750, 1 GB",Version 9.0,4 GB available space,,M
1316910,Windows 10,Intel Core i3-540 or AMD Phenom II X4 965,4 GB RAM,"NVIDIA GeForce GTX 750, 1 GB or AMD Radeon HD 7850, 1 GB",Version 11,4 GB available space,,R
1317080,64-bit Windows 10,AMD: FX-4350 or Equivalent/ Intel: i3-3220 or Equivalent,4 GB RAM,AMD: Radeon HD 7730 or Equivalent/ NVIDIA: GeForce GT 640 or Equivalent,Version 11,15 GB available space,,M
1317080,64-bit Windows 10,AMD: FX-6100 or Equivalent/ Intel: i5-3570 or Equivalent,8 GB RAM,AMD: Radeon R9 285 or Equivalent/ NVIDIA: GeForce GTX 970 or Equivalent,Version 11,15 GB available space,,R
1317160,64-bit Windows 7,2.8 GHz Dual Core CPU,4 GB RAM,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",Version 11,2 GB available space,,M
1317160,64-bit Windows 10,3.2 GHz Quad Core Processor,8 GB RAM,"GeForce 960, Radeon RX 570 or equivalent with 4GB of video RAM",Version 11,2 GB available space,,R
1317230,Windows 7 64-bit or newer,Intel Core 2 Quad Q9400 @ 2.66 GHz / AMD Athlon II X4 650 @ 3.20 GHz,4 GB RAM,ATI Radeon HD 5850 or NVIDIA GeForce GTX470 with 1GB VRAM,Version 9.0,2 GB available space,"Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers/  Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.",M
1317230,Windows 7 64-bit or newer,Intel Core i5 750 @ 2.66 GHz / AMD Phenom II X4 955 @ 3.20 GHz,4 GB RAM,ATI Radeon HD 6950 or NVIDIA GeForce GTX570 with 2GB VRAM,Version 9.0,2 GB available space,"Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers. / Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.",R
1317250,Windows 7 64-bit or newer,Intel Core 2 Quad Q9400 @ 2.66 GHz / AMD Athlon II X4 650 @ 3.20 GHz,4 GB RAM,ATI Radeon HD 5850 or NVIDIA GeForce GTX470 with 1GB VRAM,Version 9.0,2 GB available space,"Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers/  Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.",M
1317250,Windows 7 64-bit or newer,Intel Core i5 750 @ 2.66 GHz / AMD Phenom II X4 955 @ 3.20 GHz,4 GB RAM,ATI Radeon HD 6950 or NVIDIA GeForce GTX570 with 2GB VRAM,Version 9.0,2 GB available space,"Mouse and keyboard are required. / Latest available WHQL drivers from both manufacturers. / Internet Connection or LAN for multiplayer, Up to 32 other players in multiplayer mode.",R
1317260,Microsoft Windows 10 (64bit),,,,,,X-Plane 11.41 (minimum) | SAM Plugin required,F
1318690,Windows 10 64bit,2 Ghz or faster,2048 MB RAM,Any,,300 MB available space,,M
1318690,Windows 10 64bit,,4096 MB RAM,Dedicated Graphics Card,,,,R
1319420,Windows 7/8.1/10 64-bit,i5 2300 or AMD FX-6120,8 GB RAM,NVIDIA GeForce GTX 550 Ti or AMD Radeon HD 6770,Version 11,1 GB available space,,F
1320100,Windows 7,2.6 GHz Dual Core or similar,4 GB RAM,"Shader Model 3.0, 512MB VRAM",Version 9.0c,5 GB available space,,M
1320100,,,,,,,,R
1320230,"Windows 7 SP1 64bit, Windows 8.1 64bit, Windows 10 64bit",Intel® Core™ i5 / AMD Ryzen™ 5 1400 or better,4 GB RAM,NVIDIA® GeForce® 8800 GT @ 1 GB / ATI® Radeon™ HD 2900 @ 1 GB or better,Version 11,2 GB available space,,M
1320230,Windows 10 64bit,Intel Core i7-3770 / AMD® FX-8350,6 GB RAM,NVIDIA® GeForce GTX 970 / ATI Radeon™ R9 series,Version 11,2 GB available space,,R
13210,Windows XP SP2 or Windows Vista,2.0+ GHZ Single Core Processor,512 MB RAM,NVIDIA 6200+ or ATI Radeon 9600+ Video Card,DirectX 9.0c,8 GB,,F
1321580,,,1 GB RAM,,Version 10,500 MB available space,CPU with SSE2 instruction set support,M
1321580,,,2 GB RAM,,Version 10,500 MB available space,CPU with SSE2 instruction set support,R
1322290,Windows 10,Intel Core2 Duo or higher,2 GB RAM,Open GL compliant video card,,1 GB available space,,F
1322300,Windows 10,Intel Core2 Duo or higher,2 GB RAM,Open GL compliant video card,,2 GB available space,,F
1323320,,,,,,Additional 815 MB available space,,F
1323470,Windows 10 (64-bit OS required),Intel Core i5-4440 AMD Athlon 300GE,8 GB RAM,NVIDIA GeForce GTX 1050 Radeon RX 560,Version 11,4 GB available space,XInput Controller required,M
1323470,Windows 10 (64-bit OS required),Intel Core i5-6400 AMD FX-8300/AMD Ryzen 3 2300U,8 GB RAM,NVIDIA GeForce GTX 1660 Radeon RX 480,Version 11,4 GB available space,XInput Controller required,R
1323900,Windows 7 64 Bit / Windows 8 64 Bit / Windows 10 64 Bit,Intel Core i3 3.0 GHz,4 GB RAM,NVIDIA GeForce GTX 670,Version 11,2 GB available space,,M
1323900,Windows 10 64 Bit,Intel Core i5 3.4 GHz,8 GB RAM,NVIDIA GeForce GTX 760,Version 11,4 GB available space,,R
13240,,,,,,,,F
1324270,Windows 7,Dual Core 2GHz,4 GB RAM,Intel HD 4600 (AMD or NVIDIA equivalent),Version 11,2 GB available space,,F
1324780,Windows 7 64bit,Intel Celeron G530 / AMD Athlon II X2 250,2 GB RAM,NVIDIA GeForce GT710 / AMD Radeon R5 240,,4 GB available space,1 GB of VRAM required,M
1324780,Windows 10 64bit,Intel Core i3-2100,4 GB RAM,NVDIA GeForce GTX 750 Ti / AMD Radeon R7 360,,6 GB available space,2 GB of VRAM required,R
1324970,64-bit Operating Systems (Windows 10),Intel Core i3-4170 or AMD FX-8120,8 GB RAM,DX11 Compatible GeForce GTX 460 1GB or AMD HD 6850 1GB,Version 11,25 GB available space,"With these requirements, it is recommended that the game is played on Low quality settings.",M
1324970,64-bit Operating Systems (Windows 10),Intel Core i3-4170 or AMD FX-8300 or higher,8 GB RAM,DX11 Compatible GeForce 760 or AMD HD 8800 or higher with 4GB of RAM,Version 11,25 GB available space,,R
1325200,"Windows® 10 64bit, Windows® 8.1 64bit",Intel Core i5 4460 or over,6 GB RAM,"NVIDIA GeForce GTX 970 or over, VRAM 4GB or over",Version 11,85 GB available space,,M
1325200,Windows® 10 64bit,Intel Core i7 6700K or over,16 GB RAM,"NVIDIA GeForce GTX 1660 SUPER or over, VRAM 6GB or over",Version 11,85 GB available space,,R
1325270,Windows 10,"Intel i5, i7 2.5GHz Base, 3.0+ Ghz Boost",8 GB RAM,"GTX 1050Ti, 4GB",,20 GB available space,,M
1325270,Windows 10,Intel i7 6700K or higher,8 GB RAM,"GTX 1080, 8GB",,20 GB available space,,R
1325400,Windows 10 (64-bit),2 GHz,8 GB RAM,"Supports NVIDIA, AMD/ATI or Intel GPU",,1500 MB available space,,M
1325400,Windows 10 (64-bit),"6th Generation Intel Core i5 (or AMD equivalent) or better. 2.5 Ghz and 4 Core minimum For 4K, 7th Generation Intel Core i7 (or AMD equivalent) or better. 3.0 Ghz and 8 Core minimum",8 GB RAM,"Supports NVIDIA, AMD/ATI or Intel GPU",,1500 MB available space,,R
1325500,Windows 7 SP1 (64bit),Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHz,4 GB RAM,NVIDIA GeForce 9800GT / AMD Radeon HD 5670 /  Intel HD Graphics 4000 with 512 MB VRAM,10,45 GB free space,,M
1325500,Windows 7 / 8 / 10 (64bit),Intel Core i5-4460 or AMD FX 4300 or better,8 GB RAM,NVIDIA GeForce GTX 660 / AMD Radeon HD 7800 Series with 2 GB VRAM,11,"70 GB free space, SSD / Hybrid HDD / SSHD storage",,R
1325800,Windows XP SP2+,1 Ghz,512 MB RAM,DX9 (shader model 3.0),,250 MB available space,,F
1326270,Windows 8,Intel Core i3 or similar,4 GB RAM,1 GB VRAM / (non-onboard) GPU from at least around 2015,,4 GB available space,1600x900 monitor resolution,M
1326270,Windows 10 64 bit,Intel Core i5 or similar,8 GB RAM,NVIDIA GeForce GTX 1060,Version 12,4 GB available space,1920x1080 monitor resolution,R
1328530,Windows 10 (64 bit only),2.4 GHz Dual Core,4 GB RAM,NVIDIA GeForce GTX 460 or AMD Radeon HD 5770 /w 1GB VRAM,Version 11,3 GB available space,,M
1328530,Windows 10 (64 bit only),2.4 GHz Quad Core,8 GB RAM,NVIDIA 970 / AMD Radeon 290,Version 11,3 GB available space,,R
1328660,"WIndows 10, 64 Bit",(AMD) Phenom II X4 965 or equivalent (Intel) Corei3-2120 or equivalent,8 GB RAM,(AMD) Radeon HD 5870 or equivalent (Nvidia) GeForce GT 640 or equivalent,Version 11,45 GB available space,,M
1328660,"WIndows 10, 64 Bit",(AMD) FX-8350 or equivalent (Intel) Core i5-350K or equivalent,8 GB RAM,(AMD) Radeon R9 270x or equivalent (Nvidia) GeForce GTX 660 or Equivalent,Version 11,45 GB available space,,R
1328670,64-bit Windows 10,Intel Core i5 3570 or AMD FX-8350,8 GB RAM,"GPU: NVIDIA GTX 760, AMD Radeon 7970 / R9280X GPU RAM: 2 GB Video Memory",Version 11,120 GB available space,,M
1328670,64-bit Windows 10,Intel Core i7-7700 or AMD Ryzen 7 3700X,16 GB RAM,"GPU: NVIDIA GTX 1070 / RTX 200, Radeon Vega 56, GPU RAM: 4 GB Video Memory",Version 11,120 GB available space,,R
1328890,Windows® 7/8/8.1/10,Intel Core2 Duo or better,4 GB RAM,DirectX 9/OpenGL 4.1 capable GPU,Version 9.0,2 GB available space,1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.,M
1328890,Windows® 7/8/8.1/10,2+ GHz Processor,8 GB RAM,"OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)",Version 9.0,4 GB available space,1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.,R
1328900,Windows® 7/8/8.1/10,Intel Core2 Duo or better,4 GB RAM,DirectX 9/OpenGL 4.1 capable GPU,Version 9.0,700 MB available space,1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.,M
1328900,Windows® 7/8/8.1/10,2+ GHz Processor,4 GB RAM,"OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)",Version 9.0,1 GB available space,1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.,R
1328910,Windows® 7/8/8.1/10,Intel Core2 Duo or better,4 GB RAM,DirectX 9/OpenGL 4.1 capable GPU,Version 9.0,1 GB available space,1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.,M
1328910,Windows® 7/8/8.1/10,2+ GHz Processor,4 GB RAM,"OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)",Version 9.0,4 GB available space,1280x768 or better Display.  Lag may occur from loading menus or maps.  Turn off other programs before running the game.,R
1329350,Windows  10 x64,Intel Core i5-7400 / AMD FX™-8320 or better,8 GB RAM,NVIDIA GeForce GTX1050Ti / AMD Radeon RX 480 with 3GB VRAM,Version 11,35 GB available space,,M
1329350,Windows  10 x64,Intel Core i7 6700/ AMD Ryzen 2500X or better,16 GB RAM,NVIDIA GeForce GTX 1070/ AMD RX 5700,Version 11,35 GB available space,,R
1329510,Windows 7/8/10,Dual-Core: 2Ghz,2 GB RAM,512MB,Version 10,1000 MB available space,,M
1329510,,,,,,,,R
1329790,Windows 7/8.1/10 (64-bit Required),Intel Core i5-760 2.8 GHz / AMD Athlon X4 740 3.2 GHz,8 GB RAM,NVIDIA GeForce GTX 660 (2 GB VRAM) / AMD Radeon HD 7870 (2 GB VRAM),Version 11,8 GB available space,,M
1329790,,,,,,,,R
1330000,Windows XP or newer,Dual Core from Intel or AMD at 2.8 GHz,2 GB RAM,Intel HD 3000,,,,F
1330460,Windows 7,Intel Core i3-7100 3.9GHz or AMD Ryzen 3 2200G,4 GB RAM,NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better),,1 GB available space,,M
1330460,Windows 10,Intel Core i5-7500 @ 3.40GHz or AMD Ryzen 5 3600X 3.8GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD R9 290X (4GB VRAM with Shader Model 5.0 or better),,2 GB available space,,R
1330470,Windows 10 version 1903,Intel Core i5-6400 or AMD FX 8320,8 GB RAM,NVIDIA GTX 960 or AMD Radeon R9 280,,25 GB available space,,M
1330470,Windows 10 version 1903,Intel Core i5-6400,16 GB RAM,NVIDIA GTX 1060 6GB,,25 GB available space,,R
1330660,Windows 10,Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GTX 770 | AMD Radeon RX 570,Version 10,,Please note that these informations aren't final and may be subject to change until the launch of the game.,M
1330660,Windows 10,Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,16 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,Version 10,,Please note that these informations aren't final and may be subject to change until the launch of the game.,R
1331011,Windows 7 64-bit,Intel Core i3-3225 @ 3.30GHz,4 GB RAM,NVIDIA® GeForce® 8800 GTS 512,Version 10,2 GB available space,,M
1331011,"WINDOWS® 7, 8, 8.1, 10 (64-Bit Required)",Intel Core i5-4690K @ 3.50GHz or AMD FX-9370,8 GB RAM,NVIDIA® GeForce® GTX 960 or AMD Radeon R7 370,Version 10,2 GB available space,,R
1331020,Windows 7 64-bit,Intel Core i3-3225 @ 3.30GHz,4 GB RAM,NVIDIA® GeForce® 8800 GTS 512,,2 GB available space,,M
1331020,"WINDOWS® 7, 8, 8.1, 10 (64-Bit Required)",Intel Core i5-4690K @ 3.50GHz or AMD FX-9370,8 GB RAM,NVIDIA® GeForce® GTX 960 or AMD Radeon R7 370,Version 10,2 GB available space,,R
1331021,Windows 7 64-bit,Intel Core i3-3225 @ 3.30GHz,4 GB RAM,NVIDIA® GeForce® 8800 GTS 512,Version 10,2 GB available space,,M
1331021,"WINDOWS® 7, 8, 8.1, 10 (64-Bit Required)",Intel Core i5-4690K @ 3.50GHz or AMD FX-9370,8 GB RAM,NVIDIA® GeForce® GTX 960 or AMD Radeon R7 370,Version 10,2 GB available space,,R
1331220,Windows 7/8/10,Dual-Core 2.2 GHz,4GB (Windows Vista/7/8/10),Intel HD Graphics 5100 / AMD Radeon 77XX / NVIDIA GeForce GTX 660. The minimum supported resolution for the game is 720p,,17 GB HD space,,M
1331220,Windows 10 (64bit),Intel Core i5 or Ryzen 5 3600 or better,16 GB RAM,"Nvidia GeForce 1060 and higher, Radeon RX 560 and higher",,35 GB HD space,,R
1331221,Windows 7/8/10,Dual-Core 2.2 GHz,4GB (Windows Vista/7/8/10),Intel HD Graphics 5100 / AMD Radeon 77XX / NVIDIA GeForce GTX 660. The minimum supported resolution for the game is 720p,,17 GB HD space,,M
1331221,Windows 10 (64bit),Intel Core i5 or Ryzen 5 3600 or better,16 GB RAM,"Nvidia GeForce 1060 and higher, Radeon RX 560 and higher",,35 GB HD space,,R
1331440,Windows 7 (64 bit) or Newer (64 bit) Windows OS,8 Core Custom AMD 1.75 MHz or Core i5-4690 series,8 GB RAM,"AMD HD 7790, NVIDIA GeForce GTX 750",,10 GB available space,,M
1331440,Windows 7 (64 bit) or Newer (64 bit) Windows OS,Intel Core i7-4790k @ 4.0 GHz,16 GB RAM,"AMD Radeon R9 390, NVIDIA GeForce GTX 970",,10 GB available space,,R
1331820,64-bit Windows® 7 (SP1) / Windows® 8 / Windows® 10,Intel® Core™ i5/i7 2.8 GHz,8 GB RAM,GeForce GTX 660/Radeon HD 7770 with 2GB VRAM or better,Version 11,55 GB available space,DirectX®-compatible flight stick recommended,M
1331820,,,,,,,,R
1331821,64-bit Windows® 7 (SP1) / Windows® 8 / Windows® 10,Intel® Core™ i5/i7 2.8 GHz,8 GB RAM,GeForce GTX 660/Radeon HD 7770 with 2GB VRAM or better,,55 GB available space,DirectX®-compatible flight stick recommended,M
1331821,,,,,,,,R
1331910,Windows 10,Intel Core i3 4170 / AMD A8-7600,8 GB RAM,NVIDIA GTX 660 / AMD R9 270,,6 GB available space,,F
1332090,Windows 7,1.5 GHz,2 GB RAM,,,,,M
1332090,Windows 10,1.8 Ghz,4 GB RAM,,,,,R
1333220,Windows 7 or later,AMD Athlon 64 X2 Dual-Core 4000+ or better/Intel Core 2 Duo 2.0GHz or better,3 GB RAM,Intel HD 3000 or better/AMD Radeon HD 7450/Nvidia GeForce 610,,,,F
1333700,"Windows 7 SP1 64bit, Windows 8.1 64bit Windows 10 64bit",Intel Core 2 Duo 2.2 GHz or AMD Athlon 64 X2 2.0 GHz,2 GB RAM,64 MB NVIDIA GeForce 6800 or ATI Radeon X1300,,,,F
1333910,Windows 7 or newer,Intel Core i5,2 GB RAM,,,200 MB available space,,F
1334040,Windows 10,Intel i5-4590,8 GB RAM,NVIDIA GeForce GTX 1050,Version 11,10 GB available space,,M
1334040,Windows 10,Intel i7-6700k,8 GB RAM,NVIDIA GeForce GTX 1070,Version 11,10 GB available space,,R
1334700,Microsoft® Windows® 7/8/8.1/10 (32bit / 64bit),Intel Core2 Duo,4 GB RAM,DirectX 9/OpenGL 4.1 capable GPU,,1 GB available space,1280x768 or better display,F
1334730,Windows 7 64 Bit,CPU 2.5+ GHz,4 GB RAM,NVidia GTX 560,Version 10,2 GB available space,,M
1334730,Windows 10 64 Bit,CPU 3+ GHz,4 GB RAM,NVidia GTX 750 Ti,Version 10,2 GB available space,,R
1335230,Windows 7/10 (64bit),Intel Core i3 (newer than Sandy Bridge architecture),4 GB RAM,Intel HD Graphics 620,Version 11,6 GB available space,,M
1335230,Windows 7/10 (64bit),Intel Core i5 (newer than Sandy Bridge architecture),4 GB RAM,GeForce GTX 660 (at least 2GB VRAM),Version 11,6 GB available space,,R
1335530,Windows XP,Duo Core Processor,2 GB RAM,Any GPU supporting DirectX 9,Version 9.0,800 MB available space,,M
1335530,Windows 10,Intel I3 or better,4 GB RAM,Intel HD graphics or better,Version 10,800 MB available space,,R
1335560,Windows 7/8/10,Intel Core i5,2 GB RAM,,,,,F
1335790,Win 7,Quad-core CPU,8 GB RAM,NVIDIA GeForce GTX 1050 or AMD Radeon R9 380,,3 GB available space,,M
1335790,Win 7,Quad-core CPU,8 GB RAM,NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 570,,3 GB available space,,R
1335800,Windows 7/8.1/10 x64,"Intel Pentium D 915 (2800 MHz), AMD Athlon 64 4000+ (2600 MHz) or equivalent",1 GB RAM,GeForce 7600GS (256 MB) or Radeon HD 2600 PRO (256 MB),,750 MB available space,,M
