id,OS,CPU,RAM,Graphics,DirectX,Disk Space,Additional,type
377950,Microsoft® Windows® XP with SP2 / Vista / 7,Intel® Pentium™ 4 2.4 GHz or better,512 MB RAM,Any OpenGL 2.0 graphics card with 256MB+ video RAM and full GLSL support,Version 9.0c,350 MB available space,"One keyboard, controller, or mouse required per player. Supports multiple mice and/or keyboards. 3-buttons required for mouse play.",F
378041,"Windows XP SP2, Windows Vista, Windows 7","Pentium IV 3.2Ghz, or any dual core processor",1 GB RAM,128 MB Video Card using Shader Model 3 (Nvidia GeForce 6600 GT / ATI X1600),,9 MB available space,,M
378041,"Windows XP SP2, Windows Vista, Windows 7","Any Core 2 , Athlon X2, or better",2 GB RAM,"256 MB Video Card using Shader Model 3 (Nvidia GeForce 7800GT or any Nvidia GT200 series or better, ATI X1900 or any HD3600 series or better",,9 MB available space,,R
378360,Windows 8,Intel core i5,4 GB RAM,"AMD Radeon HD 7800, screen resolution 1920x1080",,2 GB available space,,F
378540,Windows 7/8/10 (64-bit),"AMD FX-8320 (3,5 GHz) / Intel i5-4690K (3,5 GHz)",8 GB RAM,"1 GB, AMD Radeon R7 360 / NVIDIA GeForce GTX 560 Ti",Version 11,15 GB available space,INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION,M
378540,Windows 7/8/10 (64-bit),"AMD FX-8370 (4,0 GHz) / Intel Core i7-3820 (3,6 GHz)",16 GB RAM,"4 GB, AMD Radeon RX 480 / NVIDIA GeForce GTX 970",Version 11,15 GB available space,INTERNET CONNECTION REQUIRED FOR GAME ACTIVATION,R
378610,Windows 7 or newer,3.0+ GHZ dual core,8 GB RAM,"GTX 650 or better, Radeon HD 7770 or better",Version 10,5 GB available space,,M
378610,Windows 7 or newer,3.0+ GHZ quad core,16 GB RAM,"GTX 660 or better, Radeon HD 7870 or better",Version 11,5 GB available space,,R
378648,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940,6 GB RAM,Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870,,35 GB available space,,M
378648,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz,8 GB RAM,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,,35 GB available space,,R
378649,64-bit Windows 7 or 64-bit Windows 8 (8.1),Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940,6 GB RAM,Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870,,10 GB available space,,M
378649,64-bit Windows 7 or 64-bit Windows 8 (8.1),Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz,8 GB RAM,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,,10 GB available space,,R
378720,Windows 7 (64-bit),Dual Core 2.0 GHz,4 GB RAM,DirectX 10 class GPU with 1GB VRAM,Version 10,3 GB available space,,M
378720,Windows 7 or later (64-bit),Quad Core 2.5GHz,8 GB RAM,DirectX 11 class GPU with 2GB VRAM,Version 11,3 GB available space,,R
378750,Windows 7 / 8.1 / 10,Intel Core 2 Duo 2.0 GHz or faster processor,1 GB RAM,256 MB VRAM,Version 9.0c,700 MB available space,Controller recommended.,F
378860,Windows 10 (+ specific versions of 7),"3.5 GHz Intel Core i5 3450, 4.0 GHz AMD FX-8350",8 GB RAM,GTX680 or equivalent,Version 11,50 GB available space,,M
378860,Windows 10,Intel i7 6700k,16 GB RAM,NVidia GTX 1080 or AMD Radeon RX480,Version 11,50 GB available space,,R
379310,Microsoft® Windows® XP / Vista / 7 (32-bit/64-bit),Intel® Pentium® 4 2.0 GHz equivalent or faster processor,512 MB RAM,1024 x 768 pixels or higher desktop resolution,,800 MB available space,,F
379420,Windows 7,Intel Core i3,2048 MB RAM,DirectX 10 compliant (some DirectX 9.0c cards may work as well),Version 10,400 MB available space,,M
379420,,Intel Core i7,4096 MB RAM,"NVidia GeForce GTX 560, AMD Radeon R7 250X. For 4K displays and VR, NVidia GT 970",Version 12,400 MB available space,,R
379430,OS 64-bit Windows 7 or 64-bit Windows 8 (8.1) or Windows 10,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940",8 GB RAM,"Nvidia GPU GeForce GTX 660, AMD GPU Radeon HD 7870",Version 11,70 GB available space,SSD recommended,M
379430,OS 64-bit Windows 7 or 64-bit Windows 8 (8.1) or Windows 10,"Intel CPU Core i7 3770 3,4 GHz, AMD CPU AMD FX-8350 4 GHz",16 GB RAM,"Nvidia GPU GeForce GTX 1060, AMD GPU Radeon RX 580",Version 11,90 GB available space,SSD recommended,R
379542,Windows® XP Service Pack 2 or later,2.0 Ghz or higher (single core),2 MB RAM,"DirectX®9 compliant video card or greater, 256 MB video RAM or higher, Shader Model 1.1 or higher (Laptop versions of these chipsets may work but are not supported. Updates to your video and sound card drivers may be required)",Version 9.0c,,Broadband internet connection required for multiplayer features,F
379577,Windows® XP Service Pack 2 or later,2.0 Ghz or higher (single core),2 GB RAM,"DirectX®9 compliant video card or greater, 256 MB video RAM or higher, Shader Model 1.1 or higher (Laptop versions of these chipsets may work but are not supported. Updates to your video and sound card drivers may be required)",Version 9.0c,,Broadband internet connection required for multiplayer features,F
37960,,,,,,,,F
379720,Windows 7/8.1/10 (64-bit versions),Intel Core i5-2400/AMD FX-8320 or better,8 GB RAM,NVIDIA GTX 670 2GB/AMD Radeon HD 7870 2GB or better,,55 GB available space,Requires Steam activation and broadband internet connection for Multiplayer and SnapMap,M
379720,Windows 7/8.1/10 (64-bit versions),Intel Core i7-3770/AMD FX-8350 or better,8 GB RAM,NVIDIA GTX 970 4GB/AMD Radeon R9 290 4GB or better,,55 GB available space,Requires Steam activation and broadband internet connection for Multiplayer and SnapMap,R
379980,Microsoft Windows Vista,1.5 Ghz Processor,4 GB RAM,Integrated Graphics Chip,,2 GB available space,If your PC can't run this how are you running Steam?,M
379980,Microsoft Windows 7,Anything better than a 1.5Ghz Processor,8 GB RAM,Integrated Graphics Chip,,4 GB available space,,R
3800,,,,,,,,F
380150,Windows XP 32 bit SP3,2 GHz (Dual Core),2 GB RAM,"Nvidia GeForce 205, AMD Radeon HD 3400 Series with 256 MB+ VRAM, latest OpenGL driver  (Shared Memory is not supported)",Version 9.0c,5 GB available space,Windows XP may require a few extra drivers. Shared Graphics cards not supported at all. OpenGL 2 + Required.,M
380150,"Windows Vista SP2, Windows 7 SP1, Windows 8 (32/64 bit versions), Windows 10 (32/64 bit versions)",2.6 GHz (Dual Core),4 GB RAM,"Nvidia GeForce 405, AMD Radeon HD 5400 Series or higher",Version 9.0c,5 GB available space,Visual C++ Redistributable for Visual Studio required,R
380750,Windows XP,Dual Core processor,4 GB RAM,Compatible with DirectX9 with 512 MB RAM or better (NVIDIA GeForce GTX 460 / ATI Radeon HD 5850 ),Version 9.0c,6 GB available space,,M
380750,Windows 7 or newer,Quad core processor,4 GB RAM,,Version 9.0c,6 GB available space,,R
381100,Windows 7,1.8 GHz Pentium 4,1 GB RAM,,Version 9.0c,1 GB available space,Resolution: 1280x720,F
381210,Windows 10 64-bit Operating System,Intel Core i3-4170 or AMD FX-8120,8 GB RAM,DX11 Compatible GeForce GTX 460 1GB or AMD HD 6850 1GB,Version 11,50 GB available space,"With these requirements, it is recommended that the game is played on Low quality settings.",M
381210,Windows 10 64-bit Operating System,Intel Core i3-4170 or AMD FX-8300 or higher,8 GB RAM,DX11 Compatible GeForce 760 or AMD HD 8800 or higher with 4GB of RAM,Version 11,50 GB available space,,R
381750,Windows 7,Intel Quad Core 2.4 Ghz,8 GB RAM,"GTX 960M / Radeon HD 7xxx, 1024+ MB video card memory",Version 10,2 GB available space,Any Windows Controller or Keyboard supported,F
381780,Windows XP+,2 Ghz with SSE2 instruction set support,2 GB RAM,Hardware support for shader model 3,Version 9.0c,2 GB available space,,M
381780,Windows XP+,4 Ghz with SSE2 instruction set support,4 GB RAM,Intel Iris 6100 equivalent or better,Version 9.0c,2 GB available space,,R
382110,"Windows 7 SP1, Windows 8.1 or Windows 10",i5-2500k,4 GB RAM,NVidia GTX 640 or 980M or ATI HD 7000/Rx 200,Version 11,700 MB available space,"If you are using a Windows 'N' edition, you will need to install the Media Feature Pack.",M
382110,Windows 10,i5-2500k,4 GB RAM,NVidia GTX 760 or 980M or ATI Rx 200,Version 11,700 MB available space,Windows 10 is highly recommended as it provides better performance. The Anniversary and Creators Update add 8K video and some H.265 support.,R
382140,"Windows Vista SP2, Windows 7 SP1",2.2 Ghz Dual Core CPU,4 GB RAM,"ATI Radeon HD 3400 Series, GeForce 205",Version 9.0c,1300 MB available space,"""Using the Minimum Configuration, we strongly recommend  to use minimal settings in order to not experience low frame rates.""",M
382140,"Windows Vista SP2, Windows 7 SP1, Windows 8 (32/64 bit versions)",2.6 Ghz Dual Core CPU,6 GB RAM,"AMD Radeon HD 6570, NVIDIA GeForce 9600 GT or higher",Version 9.0c,1300 MB available space,,R
382310,Windows 10,AMD Ryzen 5 1500X 3.5 GHz Quad-Core or Intel i5-6500 3.2 GHz Quad-Core or similar,8 GB RAM,AMD Radeon HD 7850 or NVIDIA GeForce GT 640 or Intel HD Graphics 540 or similar (2 GB memory recommended),Version 11,4 GB available space,"Translations included in the game are made by our community on Crowdin, only the english language is official and made by us. Only languages that cover at least 80% of the strings in acceptable quality are marked as available here on Steam, but there are more than these available in the game.",M
382310,Windows 10,AMD Ryzen 7 3700X 3.6 GHz Eight-Core or Intel Core i7 9700K 3.6 GHz Eight-Core or similar,16 GB RAM,AMD Radeon RX 5700 XT or NVIDIA GeForce RTX 2070 or similar  (4 GB memory recommended),Version 11,8 GB available space,,R
382460,"Windows Vista, 7, 8, 10","Intel Core 2 Duo 2.4Ghz / AMD Athlon 64 X2 5200+, 2.6GHz",2 GB RAM,Nvidia GeForce 8800GT / ATI Radeon HD 4830 or equivalent,Version 9.0c,12 GB available space,Gamepad support,M
382460,Windows 7 (x64) / Windows 8 (x64) / Windows 10 (x64),"Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz",4 GB RAM,Nvidia GeForce GTX 560 Ti / AMD Radeon HD 7850 or equivalent,Version 9.0c,12 GB available space,Gamepad support,R
382464,"Windows Vista, 7, 8, 10","Intel Core 2 Duo 2.4Ghz / AMD Athlon 64 X2 5200+, 2.6GHz",2 GB RAM,Nvidia GeForce 8800GT / ATI Radeon HD 4830 or equivalent,Version 9.0c,12 GB available space,Gamepad support,M
382464,Windows 7 (x64) / Windows 8 (x64) / Windows 10 (x64),"Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz",4 GB RAM,Nvidia GeForce GTX 560 Ti / AMD Radeon HD 7850 or equivalent,Version 9.0c,12 GB available space,Gamepad support,R
382468,"Windows Vista, 7, 8, 10","Intel Core 2 Duo 2.4Ghz / AMD Athlon 64 X2 5200+, 2.6GHz",2 GB RAM,Nvidia GeForce 8800GT / ATI Radeon HD 4830 or equivalent,Version 9.0c,12 GB available space,Gamepad support,M
382468,Windows 7 (x64) / Windows 8 (x64) / Windows 10 (x64),"Intel Core i3-530, 2.93 GHz / AMD Phenom II X4 940, 3.0GHz",4 GB RAM,Nvidia GeForce GTX 560 Ti / AMD Radeon HD 7850 or equivalent,Version 9.0c,12 GB available space,Gamepad support,R
382560,Windows 7,,4 GB RAM,,Version 11,10 GB available space,,M
382560,Windows 10,,8 GB RAM,,Version 11,15 GB available space,,R
3830,Windows 98 SE/2000/XP,1.0 GHz Pentium(R) III and AMD Athlon(tm),256 MB of RAM,64 MB GeForce (tm) 3 or higher or ATI(R) Radeon 8500 or higher (except GeForce 4 MX and Go series),version 9.0 or higher (included with game),3.75 GB minimum hard drive space,,M
3830,Windows 2000/XP,2.0 GHz Pentium(R) IV and AMD Athlon(tm),512 MB of RAM,", 128 MB GeForce FX 5600 or higher or ATI(R) Radeon 9600 or higher",version 9.0 or higher (included with game),6.0 GB minimum hard drive space,,R
383120,"Windows (7, 8 and 10), 64-bit system required",Dual-Core Processor 2.5 GHz or better,10 GB RAM,AMD RX 550 / NVIDIA GTX 1050 (min. 2 GB VRAM),Version 11,10 GB available space,SSD is highly recommended,M
383120,"Windows 10, 64-bit system required",Quad-Core 3 GHz or better,16 GB RAM,AMD Vega 56 / NVIDIA GTX 1660 Ti (min. 4 GB VRAM),Version 11,15 GB available space,SSD is highly recommended,R
383150,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit / Windows® 10 64-bit,Intel® Core™ i5-2500 @3.3 GHz / AMD FX-8320 @3.5 GHz,4 GB RAM,NVIDIA® GeForce® GTX 560 Ti / AMD Radeon™ HD 6870 (1GB VRAM),Version 11,10 GB available space,"Laptop versions of graphics cards may work but are NOT officially supported. Windows-compatible keyboards, mouse, optional controller (Xbox 360 Controller for Windows recommended)",M
383150,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit / Windows® 10 64-bit,Intel® Core™ i5-4670K @3.4 GHz / AMD FX-8350 @4.0 GHz,8 GB RAM,NVIDIA® GeForce® GTX 780 / AMD Radeon™ R9 290 (2GB VRAM),Version 11,10 GB available space,"Laptop versions of graphics cards may work but are NOT officially supported. Windows-compatible keyboards, mouse, optional controller (Xbox 360 Controller for Windows recommended)",R
383180,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit / Windows® 10 64-bit,Intel® Core™ i5-2500 @3.3 GHz / AMD FX-8320 @3.5 GHz,4 GB RAM,NVIDIA® GeForce® GTX 560 Ti / AMD Radeon™ HD 6870 (1GB VRAM),Version 11,10 GB available space,"Laptop versions of graphics cards may work but are NOT officially supported. Windows-compatible keyboards, mouse, optional controller (Xbox 360 Controller for Windows recommended)",M
383180,Windows® 7 64-bit / Windows® 8 64-bit / Windows® 8.1 64-bit / Windows® 10 64-bit,Intel® Core™ i5-4670K @3.4 GHz / AMD FX-8350 @4.0 GHz,8 GB RAM,NVIDIA® GeForce® GTX 780 / AMD Radeon™ R9 290 (2GB VRAM),Version 11,10 GB available space,"Laptop versions of graphics cards may work but are NOT officially supported. Windows-compatible keyboards, mouse, optional controller (Xbox 360 Controller for Windows recommended)",R
383460,Win XP+,Pentium3 1.0GHz,512 MB RAM,DirectX® 9 Compatible Graphics Card,Version 9.0c,500 MB available space,,F
383730,Microsoft® Windows® XP/Vista/7/8,Intel® Pentium®4 1.5GHz,,1024x768 or better video resolution in High Color mode,,,,F
383740,Windows 7 SP1,Intel Core 2 Duo 1.8 Ghz  or AMD Athlon X2 64 2.0 Ghz,2 GB RAM,"nVidia 7900 256 MB video memory or better, ATI HD2600 XT 256 MB video memory or better",Version 9.0,1 GB available space,Minimum resolution 1024х768,F
383790,Windows 7 or newer,Intel Xeon E5520 or equivalent,4 GB RAM,NVIDIA GeForce GTX 260 or equivalent,Version 9.0,6 GB available space,,F
383840,Windows XP SP2+,Quad Core Processor,4 GB RAM,nVidia® 8800 GT / AMD® 4670 or faster,Version 9.0,2 GB available space,,F
383870,Windows 7 or higher 64bit,Intel Core i3 2.00 GHz or AMD equivalent,6 GB RAM,NVIDIA GeForce 450 or higher with 1GB Memory,Version 11,4 GB available space,,F
383940,Windows 7,2.0 GHz Dual Core,2 GB RAM,700Mhz / 1GB,Version 10,1 GB available space,Screen Resolution: 1366x766,M
383940,Windows 10,Intel i5 series or AMD equivalent,8 GB RAM,NVIDIA GeForce GTX 260 or Radeon HD 4850 (512 MB VRAM),Version 11,1 GB available space,,R
383980,Microsoft® Windows® 7 / 8 / 10,1.2GHz processor,512 MB RAM,DirectX Compatible graphics card with at least 32MB of video memory,Version 9.0c,300 MB available space,,M
383980,Microsoft® Windows® 7 / 8 / 10,1.4GHz processor or faster,1 GB RAM,DirectX Compatible graphics card with at least 32MB of video memory,Version 9.0c,300 MB available space,,R
38400,Windows,Pentium 90Mhz or faster,16 MB,SVGA,Any DirectX,565 MB,,F
384020,Windows XP SP3,2 GHz Intel Dual Core Processor,2 GB RAM,NVIDIA GeForce 8800/ATI Radeon HD 2600 (256MB minimum),9.0c,13 GB HD space,,M
384020,Windows XP SP3/Vista/Windows 7,2.3 GHz Intel Quad Core Processor,3 GB RAM,NVIDIA GeForce GTX460/ATI Radeon HD 5850 (512MB minimum),9.0c,13 GB HD space,,R
384021,Windows XP SP3,2 GHz Intel Dual Core Processor,2 GB RAM,NVIDIA GeForce 8800/ATI Radeon HD 2600 (256MB minimum),9.0c,13 GB HD space,,M
384021,Windows XP SP3/Vista/Windows 7,2.3 GHz Intel Quad Core Processor,3 GB RAM,NVIDIA GeForce GTX460/ATI Radeon HD 5850 (512MB minimum),9.0c,13 GB HD space,,R
38410,Windows,Pentium 90Mhz or faster,16 MB,SVGA,Any DirectX,565 MB,,F
384110,Windows XP or Later,AMD Athlon 64 2.3 GHz / Intel Pentium 2.2 GHz,2 GB RAM,Radeon HD 4890 1024MB / GeForce 210 512MB,Version 9.0,2 GB available space,,F
384190,"Windows 7, 64-bit",3.0GHz CPU Dual Core,4 GB RAM,Geforce GTX 750 / Radeon R7 260X,Version 11,6 GB available space,,M
384190,"Windows 7, 64-bit",2.4GHz CPU Quad Core,8 GB RAM,Geforce GTX 780 / Radeon R9 290X,Version 11,6 GB available space,,R
38430,Windows,233 Mhz,64 MB,OpenGL,7,350 MB,,F
384300,"Windows 7 64-bit, Windows 8 64-bit, Windows 10 64-bit",Any dual core CPU or higher.  Low/Medium/Medium-High 2/4/6 core CPU systems preferred.,1 GB RAM,,,,"CPUCores was designed for system ranging between medium-low to medium-high end PC systems.  CPUs that are in the 2 core (dual core)  to 4 core (quad core) range, as well as some 6 core CPUs,  This systems that have the best results would typically be (low end) E8400/Q9600, AMD FX, Core2Duo, and medium-high end i5 and i7s.",M
384300,"Windows 7 64-bit, Windows 8 64-bit, Windows 10 64-bit",Any dual core CPU or higher.  Low/Medium/Medium-High 2/4/6 core CPU systems preferred.,1 GB RAM,,,,"CPUCores was designed for system ranging between medium-low to medium-high end PC systems.  CPUs that are in the 2 core (dual core)  to 4 core (quad core) range, as well as some 6 core CPUs,  This systems that have the best results would typically be (low end) E8400/Q9600, AMD FX, Core2Duo, and medium-high end i5 and i7s.",R
38440,Windows,Pentium 300Mhz,64MB,DirectX,7,650MB,,F
384490,Windows 7 or Higher,Intel Pentium Core 2 Duo E8500 3.17GHz or AMD Phenom II X2 555 3.2GHz,4 GB RAM,NVIDIA GeForce 630 GT or AMD Radeon HD 6670,Version 9.0c,5 GB available space,,M
384490,Windows 7 or Higher,Intel Pentium Core i3 2100 3.10GHz or AMD A8 3870K 3.0GHz,8 GB RAM,NVIDIA GeForce GTX 750ti or AMD Radeon HD 7900 Series,Version 12,10 GB available space,Microsoft Xbox 360 Controller for Windows (or equivalent) or Steam controller,R
385380,Windows XP,DualCore 2GHz,2 GB RAM,Card with 256MB and support Shader Model 1.3,,250 MB available space,,F
385511,Win 7 & Win 8/8.1 & Win 10,quadcore preferred,4 GB RAM,2 GB+ memory.,,500 MB available space,,F
385721,"Windows XP, Windows Vista, Windows 7, Windows 8",Intel Core 2 Duo E6300 @ 1.86 GHz or AMD Athlon 64 X2 4800+ @ 2.4 GHz,1 GB RAM,GeForce 8800 GT or Radeon HD 4770 / 512 MB,Version 9.0c,13 GB available space,,M
385721,"Windows XP, Windows Vista, Windows 7",Intel(R) Core(TM) i3 CPU 530  @ 2.93GHz,2 GB RAM,GeForce 8800 GT or Radeon HD 4770 / 512 MB or higher,Version 9.0c,20 GB available space,,R
385800,Vista,1.8 GHz Pentium 4,1 GB RAM,1280x720,Version 9.0c,3 GB available space,,F
385970,"Windows 7, 8.1, 10 64 bit",Dual Core Processor,1 GB RAM,OpenGL 2.0 compatible,,5 GB available space,,F
386070,Windows 7 Service Pack 1 64 bit,MODERN Quad Core Processor,8 GB RAM,"Shader 3.0 / OpenGL 3.2 +, 1 GB GPU RAM",Version 9.0c,5 GB available space,"32 bit, Windows XP and Vista are NOT supported.",M
386070,Windows 10 64-bit,MODERN Quad Core Processor,16 GB RAM,"Dedicated Graphics Chip (Not Integrated) / OpenGL 3.2+, 1 GB GPU RAM",Version 9.0c,7 GB available space,"32 bit, Windows XP and Vista are NOT supported.",R
386080,Windows XP SP3,Dual Core processor,2 GB RAM,DirectX 10 capable hardware,,1 GB available space,64bit OS recommended but not required,M
386080,Windows 7 or newer,Quad core processor,4 GB RAM,GeForce 460 or better,,1 GB available space,,R
386260,64-bit Windows 7 / 8 / 10,1 GHz,512 MB RAM,128 MB,Version 9.0c,500 MB available space,,F
386480,Windows 7+,2.0 GHz Core 2 Duo,2 GB RAM,OpenGL 2.0 / DirectX 9.0c,,700 MB available space,,M
386480,,,,,,,,R
386690,Windows 7+,Intel Core i5 4590 equivalent or greater,8 GB RAM,Nvidia GeForce GTX 970/AMD Radeon R9 290 equivalent or greater,Version 11,750 MB available space,,M
386690,,,,,,,,R
386880,Windows Vista or higher,2.1GHz Intel dual-core and above,2 GB RAM,Intel HD5000 with minimum 512MB VRAM and Pixel Shader 3.0 support,Version 9.0c,2 GB available space,,M
386880,Windows 7 or higher,3.2GHz quad-core,4 GB RAM,NVIDIA GTX600 or ATI HD7000 series with 2GB VRAM,Version 11,2 GB available space,,R
386940,Windows XP SP2 or Later,1.5GHZ +,2 GB RAM,512 MB VRAM  Intel HD 4000 / GeForce 200  Series / Radeon HD 4000 Series,Version 9.0c,2 GB available space,Broadband internet is required for online play.,M
386940,Windows 7 or later,Dual Core 2.3 GHZ,4 GB RAM,1024 MB VRAM,Version 9.0,2 GB available space,Broadband internet is required for online play.,R
387020,,,1 GB RAM,,,75 MB available space,,M
387020,,,2 GB RAM,,,75 MB available space,,R
387290,Windows 7,Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz,4 GB RAM,GeForce 240 GT or Radeon HD 6570 – 1024 MB (1 gig),Version 9.0c,11 GB available space,,M
387290,Windows 7,Intel Core i5 2300 or AMD FX6120,4 GB RAM,GeForce GTX 550 Ti or Radeon HD 6770,Version 11,11 GB available space,,R
387340,Windows 7 (64bit),3 GHz Intel i3 or equivalent,4 GB RAM,DirectX 10.x or OpenGL 3.3 or better graphics card with 1 GB RAM and support for v4 shaders,Version 10,7 GB available space,"Caution: ATI Mobility Radeon HD 5xxx, 1GB VRAM 5000 series, AMD processor may not work properly with this game.",M
387340,Windows 8.1 (64bit) or later,3.1 GHz Intel i5 or equivalent,8 GB RAM,DirectX 10.x or OpenGL 3.3 or better graphics card with 2 GB RAM and support for v4 shaders,Version 10,7 GB available space,"Caution: ATI Mobility Radeon HD 5xxx, 1GB VRAM 5000 series, AMD processor may not work properly with this game.",R
387440,Windows 7 64-bit or newer,Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz,4 MB RAM,Nvidia GeForce 8800 GT,,30 GB available space,,M
387440,Windows 8/10 64-bit (latest Service Pack),"Intel Core i5 or AMD Phenom II X3, 2.8 GHz",6 GB RAM,Nvidia GeForce GTX 660 or ATI Radeon HD 7950,,30 GB available space,,R
387990,Microsoft Windows 7 or later,2.6 GHz Dual Core,8 GB RAM,Intel HD Graphics 520 or a dedicated graphics card with 2 GB memory and DirectX feature level 10.1,Version 11,15 GB available space,,M
387990,Microsoft Windows 7 or later,Intel Core i5 6600K,16 GB RAM,NVIDIA GeForce GTX 970,Version 11,15 GB available space,,R
388080,Windows XP,,50 MB RAM,Close your eyes and open them to simulate fading effects during operation.,,200 MB available space,Could probably run on a microwave.,F
388090,"Win XP, 7, 8, Vista, 10",2 GHz Intel Pentium 4 or AMD Athlon or equivalent,2 GB RAM,,,1 GB available space,,F
388210,Windows 7,1.7 GHz Dual Core,2 GB RAM,"NVIDIA GeForce GTX 260, ATI Radeon 4870 HD, Intel HD 3000, or equivalent card with at least 512 MB VRAM",Version 9.0,3000 MB available space,Must have OpenGL 3 with GLSL version 1.3,M
388210,Windows 7,"Intel Core 2 Duo at 2.2 GHz, AMD Athlon 64 2.2Ghz",3 GB RAM,"NVIDIA GeForce GTX 460, AMD Radeon HD 6850",Version 11,3000 MB available space,Must have OpenGL 3 with GLSL version 1.3. Some users may need to disable the Steam overlay,R
388410,"Windows XP, Windows Vista SP1, Windows 7, Windows 8 or Windows 10 (64bit)",2.0Ghz Intel® Core™2 Duo Processor or AMD equivalent,4 GB RAM,NVIDIA 9800 GT 512 MB Video Card or AMD equivalent,Version 9.0c,13 GB available space,,M
388410,"Windows 7, Windows 8 or Windows 10 (64bit)",Any Quad-core AMD or Intel Processor,8 GB RAM,NVIDIA GeForce GTX 260 512MB Video Card or AMD equivalent,Version 9.0c,13 GB available space,,R
388470,Windows 7,Dual core CPU 2.4 GHz,4 GB RAM,GeForce GTS 450-class (Intel HD 4000),,3 GB available space,,M
388470,Windows 7/8.1 64-bit,Quad core CPU 3.0 GHz,6 GB RAM,GeForce GTX 760-class (2 GB),,3 GB available space,,R
388471,Windows 7,Dual core CPU 2.4 GHz,4 GB RAM,GeForce GTS 450-class (Intel HD 4000),,3 GB available space,,M
388471,Windows 7/8.1 64-bit,Quad core CPU 3.0 GHz,6 GB RAM,GeForce GTX 760-class (2 GB),,3 GB available space,,R
388472,Windows 7,Dual core CPU 2.4 GHz,4 GB RAM,GeForce GTS 450-class (Intel HD 4000),,3 GB available space,,M
388472,Windows 7/8.1 64-bit,Quad core CPU 3.0 GHz,6 GB RAM,GeForce GTX 760-class (2 GB),,3 GB available space,,R
388475,Windows 7,Dual core CPU 2.4 GHz,4 GB RAM,GeForce GTS 450-class (Intel HD 4000),,3 GB available space,,M
388475,Windows 7/8.1/10 64-bit,Quad core CPU 3.0 GHz,6 GB RAM,GeForce GTX 760-class (2 GB),,3 GB available space,,R
388477,Windows 7,Dual core CPU 2.4 GHz,4 GB RAM,GeForce GTS 450-class (Intel HD 4000),,3 GB available space,,M
388477,Windows 7/8.1/10 64-bit,Quad core CPU 3.0 GHz,6 GB RAM,GeForce GTX 760-class (2 GB),,3 GB available space,,R
388750,Windows 7 / 8 / 8.1,Intel Core2 Duo,2 GB RAM,nVidia GeForce 7900 GT or better / AMD Radeon X1900 / nVidia GeForce GT 620 (Windows 8.1),Version 9.0,10 GB available space,,M
388750,Windows 7 / 8 / 8.1,Intel Core i5 / i7,4 GB RAM,nVidia GeForce 8800 GT or better / AMD Radeon HD3700 / nVidia GeForce GT 650 (Windows 8.1),Version 9.0,10 GB available space,,R
388800,"Windows XP, 7, 8.1, 10",2Ghz or faster processor,4 GB RAM,512MB VRAM (NVIDIA GeForce),Version 9.0c,5 GB available space,,F
388880,Windows 7,Intel i3 2.0 GHz,2 GB RAM,1GB Shader Model 3.0 Compatible (DirectX 9.0c),Version 9.0c,3 GB available space,,M
388880,Windows 8.1 64-bit,Intel i5 2.5 GHz,4 GB RAM,NVIDIA GeForce GTX 460 / Radeon HD 6750 (or higher),Version 11,3 GB available space,,R
389050,Windows XP SP2,Intel Core 2 Duo 2.1 ghz or equivalent,2 GB RAM,"2nd Generation Intel Core HD Graphics (2000/3000), 256MB",,50 MB available space,,F
389140,Windows 7 or newer,Intel Core 2 Duo 2.0 GHz or better,2 GB RAM,Intel HD Graphics 4000 or better,Version 9.0c,500 MB available space,,M
389140,Windows 7 or newer,Intel Core i5 2.5 GHz or better,4 GB RAM,GeForce 8000 Series or better,Version 9.0c,800 MB available space,,R
389170,Windows 7 or Higher,"Intel Pentium 4, 3.0GHz ou AMD Athlon 64 3000+ 1.8GHz",4 GB RAM,Radeon X600 XT ou GeForce 6800 GT,Version 9.0c,3560 MB available space,,M
