id,url
3754,https://store.steampowered.com/bundle/3754/Sniper_Ghost_Warrior_Complete_Trilogy/?snr=1_7_7_7000_150_133
3712,https://store.steampowered.com/bundle/3712/Town_of_Salem__Game__Coven__Soundtrack/?snr=1_7_7_7000_150_134
18698,https://store.steampowered.com/bundle/18698/Forza_Horizon_4_Ultimate_Addon_Bundle/?snr=1_7_7_7000_150_134
23065,https://store.steampowered.com/bundle/23065/Book_of_Travels_EA_Launch_Bundle__10_Games__16_DLCs/?snr=1_7_7_7000_150_134
9212,https://store.steampowered.com/bundle/9212/Bad_North_Jotunn_Edition_Deluxe_Edition/?snr=1_7_7_7000_150_134
7167,https://store.steampowered.com/bundle/7167/Titan_Quest_Bundle/?snr=1_7_7_7000_150_135
22490,https://store.steampowered.com/bundle/22490/ATOM_RPG_Trudograd_Deluxe_Edition/?snr=1_7_7_7000_150_136
15786,https://store.steampowered.com/bundle/15786/Paper_Dolls__Collection__Soundtrack/?snr=1_7_7_7000_150_136
22692,https://store.steampowered.com/bundle/22692/8_DLC/?snr=1_7_7_7000_150_136
11413,https://store.steampowered.com/bundle/11413/Tomorrow_Corporation_Puzzle_Pack/?snr=1_7_7_7000_150_136
1229,https://store.steampowered.com/bundle/1229/Overlord_Ultimate_Evil_Collection/?snr=1_7_7_7000_150_136
13855,https://store.steampowered.com/bundle/13855/DLC_Soul_at_Stake__Base_Game__3_DLCs_Bundle/?snr=1_7_7_7000_150_137
15941,https://store.steampowered.com/bundle/15941/IL2_Sturmovik__Dover_Bundle/?snr=1_7_7_7000_150_137
7364,https://store.steampowered.com/bundle/7364/Battlestar_Galactica_Deadlock_Season_One/?snr=1_7_7_7000_150_137
20484,https://store.steampowered.com/bundle/20484/Mr_Prepper_in_the_Endzone/?snr=1_7_7_7000_150_137
8510,https://store.steampowered.com/bundle/8510/Elegance_Edition_____Touhou_Genso_Wanderer_Reloaded/?snr=1_7_7_7000_150_137
22712,https://store.steampowered.com/bundle/22712/Motorsport_Manager__Complete_Bundle/?snr=1_7_7_7000_150_137
12764,https://store.steampowered.com/bundle/12764/Sniper_Ghost_Warrior_Contracts__SGW3_Unlimited_Edition/?snr=1_7_7_7000_150_138
21014,https://store.steampowered.com/bundle/21014/Award_Winning_RPGs_Bundle/?snr=1_7_7_7000_150_138
10233,https://store.steampowered.com/bundle/10233/Men_of_War_Assault_Squad_2__War_Chest_Edition/?snr=1_7_7_7000_150_138
9670,https://store.steampowered.com/bundle/9670/Cities_in_Motion_2_Complete_Edition/?snr=1_7_7_7000_150_138
11485,https://store.steampowered.com/bundle/11485/Nancy_Drew_Scary_Bundle/?snr=1_7_7_7000_150_138
15682,https://store.steampowered.com/bundle/15682/Sakura_Succubus_Bundle/?snr=1_7_7_7000_150_138
16236,https://store.steampowered.com/bundle/16236/Warhammer_40K_Mechanicus__Complete_Collection/?snr=1_7_7_7000_150_138
9240,https://store.steampowered.com/bundle/9240/Graviteam_Tactics_Operation_Star_Collection/?snr=1_7_7_7000_150_139
13789,https://store.steampowered.com/bundle/13789/Danganronpa_12V3/?snr=1_7_7_7000_150_139
16029,https://store.steampowered.com/bundle/16029/Ultimate_VR_Stealth_Bundle/?snr=1_7_7_7000_150_139
18052,https://store.steampowered.com/bundle/18052/EA_STAR_WARS_TRIPLE_BUNDLE/?snr=1_7_7_7000_150_14
16652,https://store.steampowered.com/bundle/16652/Resident_Evil_Village_Deluxe_Edition/?snr=1_7_7_7000_150_14
11883,https://store.steampowered.com/bundle/11883/Dead_by_Daylight__Stranger_Things_Edition/?snr=1_7_7_7000_150_14
5446,https://store.steampowered.com/bundle/5446/Dead_Space_Pack/?snr=1_7_7_7000_150_14
11803,https://store.steampowered.com/bundle/11803/Bloober_Team_Horror_Collection/?snr=1_7_7_7000_150_140
7111,https://store.steampowered.com/bundle/7111/BloodRayne_Absolute_Bundle/?snr=1_7_7_7000_150_140
23253,https://store.steampowered.com/bundle/23253/Dark_Places/?snr=1_7_7_7000_150_140
319,https://store.steampowered.com/bundle/319/Worms_Collection/?snr=1_7_7_7000_150_141
20336,https://store.steampowered.com/bundle/20336/Control_Ultimate_Edition__Alan_Wake_Franchise_Bundle/?snr=1_7_7_7000_150_141
10380,https://store.steampowered.com/bundle/10380/Devil_May_Cry_5__Ingame_Unlock_Bundle/?snr=1_7_7_7000_150_141
4895,https://store.steampowered.com/bundle/4895/Homefront_Collection/?snr=1_7_7_7000_150_141
22103,https://store.steampowered.com/bundle/22103/Sheltered_Double_Pack/?snr=1_7_7_7000_150_142
23228,https://store.steampowered.com/bundle/23228/Daymare1998_meets_War_Mongrels_Gore_Special_Deal/?snr=1_7_7_7000_150_142
5497,https://store.steampowered.com/bundle/5497/Grisaia_Phantom_Trigger_Vol_17_Bundle/?snr=1_7_7_7000_150_142
